f,raw,fit
+3.81800e+03,+3.40700e-11,+4.36307e-11
+3.82200e+03,+4.55790e-11,+4.35395e-11
+3.82600e+03,+5.29470e-11,+4.34487e-11
+3.83000e+03,+3.79760e-11,+4.33581e-11
+3.83400e+03,+3.38390e-11,+4.32678e-11
+3.83800e+03,+5.49890e-11,+4.31777e-11
+3.84200e+03,+7.48640e-11,+4.30880e-11
+3.84600e+03,+3.53380e-11,+4.29985e-11
+3.85000e+03,+5.98510e-11,+4.29093e-11
+3.85400e+03,+5.15760e-11,+4.28204e-11
+3.85800e+03,+4.39980e-11,+4.27318e-11
+3.86200e+03,+3.65600e-11,+4.26434e-11
+3.86600e+03,+3.18480e-11,+4.25553e-11
+3.87000e+03,+3.19120e-11,+4.24675e-11
+3.87400e+03,+2.95260e-11,+4.23800e-11
+3.87800e+03,+4.89690e-11,+4.22927e-11
+3.88200e+03,+2.58120e-11,+4.22057e-11
+3.88600e+03,+1.76920e-11,+4.21190e-11
+3.89000e+03,+3.14680e-11,+4.20325e-11
+3.89400e+03,+4.98120e-11,+4.19463e-11
+3.89800e+03,+5.66150e-11,+4.18604e-11
+3.90200e+03,+4.61860e-11,+4.17747e-11
+3.90600e+03,+5.61340e-11,+4.16893e-11
+3.91000e+03,+5.73460e-11,+4.16041e-11
+3.91400e+03,+5.57180e-11,+4.15192e-11
+3.91800e+03,+2.12660e-11,+4.14346e-11
+3.92200e+03,+4.29720e-11,+4.13502e-11
+3.92600e+03,+3.20160e-11,+4.12661e-11
+3.93000e+03,+2.84820e-11,+4.11822e-11
+3.93400e+03,+3.59750e-11,+4.10986e-11
+3.93800e+03,+3.55910e-11,+4.10153e-11
+3.94200e+03,+5.60330e-11,+4.09322e-11
+3.94600e+03,+2.85450e-11,+4.08494e-11
+3.95000e+03,+3.47390e-11,+4.07668e-11
+3.95400e+03,+3.26920e-11,+4.06844e-11
+3.95800e+03,+5.00580e-11,+4.06023e-11
+3.96200e+03,+2.48370e-11,+4.05205e-11
+3.96600e+03,+4.67200e-11,+4.04389e-11
+3.97000e+03,+5.04090e-11,+4.03575e-11
+3.97400e+03,+3.14610e-11,+4.02764e-11
+3.97800e+03,+2.52730e-11,+4.01956e-11
+3.98200e+03,+4.09480e-11,+4.01149e-11
+3.98600e+03,+4.94900e-11,+4.00346e-11
+3.99000e+03,+2.47180e-11,+3.99544e-11
+3.99400e+03,+3.27780e-11,+3.98745e-11
+3.99800e+03,+4.55560e-11,+3.97949e-11
+4.00200e+03,+5.14750e-11,+3.97155e-11
+4.00600e+03,+2.38080e-11,+3.96363e-11
+4.01000e+03,+2.13820e-11,+3.95573e-11
+4.01400e+03,+2.74600e-11,+3.94786e-11
+4.01800e+03,+5.69210e-11,+3.94002e-11
+4.02200e+03,+3.41600e-11,+3.93219e-11
+4.02600e+03,+4.02970e-11,+3.92439e-11
+4.03000e+03,+3.43180e-11,+3.91661e-11
+4.03400e+03,+4.57270e-11,+3.90886e-11
+4.03800e+03,+3.35860e-11,+3.90113e-11
+4.04200e+03,+3.85210e-11,+3.89342e-11
+4.04600e+03,+3.23460e-11,+3.88573e-11
+4.05000e+03,+5.21370e-11,+3.87807e-11
+4.05400e+03,+5.97350e-11,+3.87043e-11
+4.05800e+03,+3.38970e-11,+3.86281e-11
+4.06200e+03,+2.54280e-11,+3.85522e-11
+4.06600e+03,+3.10270e-11,+3.84764e-11
+4.07000e+03,+2.41230e-11,+3.84009e-11
+4.07400e+03,+2.55630e-11,+3.83256e-11
+4.07800e+03,+1.74830e-11,+3.82506e-11
+4.08200e+03,+2.80240e-11,+3.81757e-11
+4.08600e+03,+2.96780e-11,+3.81011e-11
+4.09000e+03,+3.08650e-11,+3.80267e-11
+4.09400e+03,+4.05710e-11,+3.79525e-11
+4.09800e+03,+4.13160e-11,+3.78785e-11
+4.10200e+03,+5.57280e-11,+3.78048e-11
+4.10600e+03,+3.04350e-11,+3.77312e-11
+4.11000e+03,+5.61230e-11,+3.76579e-11
+4.11400e+03,+4.22250e-11,+3.75848e-11
+4.11800e+03,+2.90200e-11,+3.75119e-11
+4.12200e+03,+4.04130e-11,+3.74392e-11
+4.12600e+03,+4.75230e-11,+3.73667e-11
+4.13000e+03,+3.40040e-11,+3.72945e-11
+4.13400e+03,+2.50100e-11,+3.72224e-11
+4.13800e+03,+2.87820e-11,+3.71506e-11
+4.14200e+03,+3.52700e-11,+3.70789e-11
+4.14600e+03,+3.21040e-11,+3.70075e-11
+4.15000e+03,+3.35420e-11,+3.69363e-11
+4.15400e+03,+3.20340e-11,+3.68652e-11
+4.15800e+03,+3.64510e-11,+3.67944e-11
+4.16200e+03,+2.63370e-11,+3.67238e-11
+4.16600e+03,+2.49470e-11,+3.66534e-11
+4.17000e+03,+3.04750e-11,+3.65832e-11
+4.17400e+03,+4.39420e-11,+3.65132e-11
+4.17800e+03,+3.09100e-11,+3.64434e-11
+4.18200e+03,+2.64310e-11,+3.63738e-11
+4.18600e+03,+3.39380e-11,+3.63043e-11
+4.19000e+03,+1.94900e-11,+3.62351e-11
+4.19400e+03,+3.70140e-11,+3.61661e-11
+4.19800e+03,+4.51550e-11,+3.60973e-11
+4.20200e+03,+1.78440e-11,+3.60287e-11
+4.20600e+03,+2.61070e-11,+3.59603e-11
+4.21000e+03,+3.29050e-11,+3.58920e-11
+4.21400e+03,+2.13170e-11,+3.58240e-11
+4.21800e+03,+3.33680e-11,+3.57562e-11
+4.22200e+03,+2.85350e-11,+3.56885e-11
+4.22600e+03,+2.95370e-11,+3.56210e-11
+4.23000e+03,+4.14030e-11,+3.55538e-11
+4.23400e+03,+2.95990e-11,+3.54867e-11
+4.23800e+03,+5.13590e-11,+3.54198e-11
+4.24200e+03,+4.51960e-11,+3.53531e-11
+4.24600e+03,+3.38230e-11,+3.52866e-11
+4.25000e+03,+2.74300e-11,+3.52203e-11
+4.25400e+03,+2.75990e-11,+3.51542e-11
+4.25800e+03,+2.84060e-11,+3.50882e-11
+4.26200e+03,+2.69640e-11,+3.50224e-11
+4.26600e+03,+5.40440e-11,+3.49569e-11
+4.27000e+03,+3.59010e-11,+3.48915e-11
+4.27400e+03,+2.13430e-11,+3.48263e-11
+4.27800e+03,+3.79000e-11,+3.47612e-11
+4.28200e+03,+3.08160e-11,+3.46964e-11
+4.28600e+03,+4.52720e-11,+3.46317e-11
+4.29000e+03,+2.89330e-11,+3.45672e-11
+4.29400e+03,+3.45070e-11,+3.45029e-11
+4.29800e+03,+4.96970e-11,+3.44388e-11
+4.30200e+03,+4.32260e-11,+3.43748e-11
+4.30600e+03,+4.29700e-11,+3.43111e-11
+4.31000e+03,+3.52680e-11,+3.42475e-11
+4.31400e+03,+3.57700e-11,+3.41841e-11
+4.31800e+03,+3.17390e-11,+3.41208e-11
+4.32200e+03,+4.04090e-11,+3.40578e-11
+4.32600e+03,+1.46020e-11,+3.39949e-11
+4.33000e+03,+3.11310e-11,+3.39321e-11
+4.33400e+03,+2.68790e-11,+3.38696e-11
+4.33800e+03,+2.50560e-11,+3.38072e-11
+4.34200e+03,+2.34960e-11,+3.37450e-11
+4.34600e+03,+1.69630e-11,+3.36830e-11
+4.35000e+03,+2.09690e-11,+3.36211e-11
+4.35400e+03,+4.33290e-11,+3.35595e-11
+4.35800e+03,+3.56820e-11,+3.34979e-11
+4.36200e+03,+2.00990e-11,+3.34366e-11
+4.36600e+03,+2.23510e-11,+3.33754e-11
+4.37000e+03,+4.96100e-11,+3.33144e-11
+4.37400e+03,+3.47600e-11,+3.32536e-11
+4.37800e+03,+4.32670e-11,+3.31929e-11
+4.38200e+03,+4.64660e-11,+3.31324e-11
+4.38600e+03,+4.66520e-11,+3.30720e-11
+4.39000e+03,+1.28340e-11,+3.30118e-11
+4.39400e+03,+2.10250e-11,+3.29518e-11
+4.39800e+03,+3.17590e-11,+3.28920e-11
+4.40200e+03,+2.15490e-11,+3.28323e-11
+4.40600e+03,+3.94420e-11,+3.27727e-11
+4.41000e+03,+2.29030e-11,+3.27134e-11
+4.41400e+03,+1.99100e-11,+3.26542e-11
+4.41800e+03,+2.73750e-11,+3.25951e-11
+4.42200e+03,+2.92880e-11,+3.25362e-11
+4.42600e+03,+2.93730e-11,+3.24775e-11
+4.43000e+03,+3.49050e-11,+3.24189e-11
+4.43400e+03,+2.58680e-11,+3.23605e-11
+4.43800e+03,+3.95260e-11,+3.23023e-11
+4.44200e+03,+3.01770e-11,+3.22442e-11
+4.44600e+03,+2.72530e-11,+3.21862e-11
+4.45000e+03,+2.87470e-11,+3.21285e-11
+4.45400e+03,+3.84560e-11,+3.20708e-11
+4.45800e+03,+2.57680e-11,+3.20134e-11
+4.46200e+03,+1.61600e-11,+3.19560e-11
+4.46600e+03,+2.16090e-11,+3.18989e-11
+4.47000e+03,+2.65180e-11,+3.18419e-11
+4.47400e+03,+3.40950e-11,+3.17850e-11
+4.47800e+03,+2.37780e-11,+3.17283e-11
+4.48200e+03,+3.95770e-11,+3.16717e-11
+4.48600e+03,+2.15010e-11,+3.16153e-11
+4.49000e+03,+1.37300e-11,+3.15591e-11
+4.49400e+03,+3.15050e-11,+3.15030e-11
+4.49800e+03,+2.86350e-11,+3.14470e-11
+4.50200e+03,+4.73830e-11,+3.13912e-11
+4.50600e+03,+3.44400e-11,+3.13356e-11
+4.51000e+03,+1.80500e-11,+3.12801e-11
+4.51400e+03,+3.13960e-11,+3.12247e-11
+4.51800e+03,+1.73250e-11,+3.11695e-11
+4.52200e+03,+5.05120e-11,+3.11144e-11
+4.52600e+03,+2.59290e-11,+3.10595e-11
+4.53000e+03,+2.82680e-11,+3.10047e-11
+4.53400e+03,+3.45510e-11,+3.09501e-11
+4.53800e+03,+3.26870e-11,+3.08956e-11
+4.54200e+03,+1.59140e-11,+3.08413e-11
+4.54600e+03,+2.67810e-11,+3.07871e-11
+4.55000e+03,+1.83860e-11,+3.07330e-11
+4.55400e+03,+3.11170e-11,+3.06791e-11
+4.55800e+03,+3.56680e-11,+3.06253e-11
+4.56200e+03,+3.33780e-11,+3.05717e-11
+4.56600e+03,+3.91850e-11,+3.05182e-11
+4.57000e+03,+3.05560e-11,+3.04648e-11
+4.57400e+03,+2.59550e-11,+3.04116e-11
+4.57800e+03,+3.84570e-11,+3.03585e-11
+4.58200e+03,+2.49830e-11,+3.03056e-11
+4.58600e+03,+2.28730e-11,+3.02528e-11
+4.59000e+03,+1.71870e-11,+3.02001e-11
+4.59400e+03,+3.53270e-11,+3.01476e-11
+4.59800e+03,+2.24350e-11,+3.00952e-11
+4.60200e+03,+4.70510e-11,+3.00430e-11
+4.60600e+03,+3.51640e-11,+2.99909e-11
+4.61000e+03,+2.67750e-11,+2.99389e-11
+4.61400e+03,+2.61480e-11,+2.98871e-11
+4.61800e+03,+3.58720e-11,+2.98354e-11
+4.62200e+03,+3.26820e-11,+2.97838e-11
+4.62600e+03,+2.68290e-11,+2.97323e-11
+4.63000e+03,+2.66950e-11,+2.96810e-11
+4.63400e+03,+2.52520e-11,+2.96299e-11
+4.63800e+03,+2.13170e-11,+2.95788e-11
+4.64200e+03,+2.89530e-11,+2.95279e-11
+4.64600e+03,+3.43760e-11,+2.94771e-11
+4.65000e+03,+2.28190e-11,+2.94265e-11
+4.65400e+03,+1.50430e-11,+2.93760e-11
+4.65800e+03,+4.34140e-11,+2.93256e-11
+4.66200e+03,+1.89110e-11,+2.92753e-11
+4.66600e+03,+1.44890e-11,+2.92252e-11
+4.67000e+03,+1.94560e-11,+2.91752e-11
+4.67400e+03,+1.69300e-11,+2.91253e-11
+4.67800e+03,+3.13010e-11,+2.90756e-11
+4.68200e+03,+4.79660e-11,+2.90260e-11
+4.68600e+03,+2.80170e-11,+2.89765e-11
+4.69000e+03,+4.20620e-11,+2.89271e-11
+4.69400e+03,+1.87240e-11,+2.88779e-11
+4.69800e+03,+2.50280e-11,+2.88287e-11
+4.70200e+03,+4.00510e-11,+2.87798e-11
+4.70600e+03,+1.87830e-11,+2.87309e-11
+4.71000e+03,+3.37840e-11,+2.86822e-11
+4.71400e+03,+1.32260e-11,+2.86335e-11
+4.71800e+03,+3.14710e-11,+2.85851e-11
+4.72200e+03,+2.10670e-11,+2.85367e-11
+4.72600e+03,+3.91190e-11,+2.84884e-11
+4.73000e+03,+1.23560e-11,+2.84403e-11
+4.73400e+03,+2.16880e-11,+2.83923e-11
+4.73800e+03,+2.16750e-11,+2.83444e-11
+4.74200e+03,+1.74620e-11,+2.82967e-11
+4.74600e+03,+1.98560e-11,+2.82490e-11
+4.75000e+03,+2.30540e-11,+2.82015e-11
+4.75400e+03,+3.87590e-11,+2.81541e-11
+4.75800e+03,+2.79800e-11,+2.81068e-11
+4.76200e+03,+2.83470e-11,+2.80597e-11
+4.76600e+03,+2.58280e-11,+2.80126e-11
+4.77000e+03,+1.54230e-11,+2.79657e-11
+4.77400e+03,+2.92540e-11,+2.79189e-11
+4.77800e+03,+2.24700e-11,+2.78722e-11
+4.78200e+03,+3.77940e-11,+2.78257e-11
+4.78600e+03,+1.78660e-11,+2.77792e-11
+4.79000e+03,+1.93660e-11,+2.77329e-11
+4.79400e+03,+1.90610e-11,+2.76866e-11
+4.79800e+03,+2.32680e-11,+2.76405e-11
+4.80200e+03,+3.48640e-11,+2.75945e-11
+4.80600e+03,+2.79650e-11,+2.75487e-11
+4.81000e+03,+3.82820e-11,+2.75029e-11
+4.81400e+03,+3.99600e-11,+2.74572e-11
+4.81800e+03,+4.19890e-11,+2.74117e-11
+4.82200e+03,+1.85170e-11,+2.73663e-11
+4.82600e+03,+2.54850e-11,+2.73210e-11
+4.83000e+03,+1.60840e-11,+2.72758e-11
+4.83400e+03,+2.47850e-11,+2.72307e-11
+4.83800e+03,+3.92820e-11,+2.71857e-11
+4.84200e+03,+3.22910e-11,+2.71409e-11
+4.84600e+03,+3.01210e-11,+2.70961e-11
+4.85000e+03,+2.64310e-11,+2.70515e-11
+4.85400e+03,+3.55730e-11,+2.70069e-11
+4.85800e+03,+2.56500e-11,+2.69625e-11
+4.86200e+03,+3.32760e-11,+2.69182e-11
+4.86600e+03,+2.84590e-11,+2.68740e-11
+4.87000e+03,+3.82550e-11,+2.68299e-11
+4.87400e+03,+4.10690e-11,+2.67859e-11
+4.87800e+03,+1.40760e-11,+2.67420e-11
+4.88200e+03,+2.31430e-11,+2.66983e-11
+4.88600e+03,+2.66800e-11,+2.66546e-11
+4.89000e+03,+1.71110e-11,+2.66111e-11
+4.89400e+03,+3.15980e-11,+2.65676e-11
+4.89800e+03,+2.33390e-11,+2.65243e-11
+4.90200e+03,+4.81480e-11,+2.64810e-11
+4.90600e+03,+1.97530e-11,+2.64379e-11
+4.91000e+03,+3.24320e-11,+2.63949e-11
+4.91400e+03,+3.52880e-11,+2.63520e-11
+4.91800e+03,+1.41130e-11,+2.63091e-11
+4.92200e+03,+2.21040e-11,+2.62664e-11
+4.92600e+03,+2.50580e-11,+2.62238e-11
+4.93000e+03,+2.90670e-11,+2.61813e-11
+4.93400e+03,+2.74230e-11,+2.61389e-11
+4.93800e+03,+2.59440e-11,+2.60966e-11
+4.94200e+03,+2.71250e-11,+2.60544e-11
+4.94600e+03,+2.47330e-11,+2.60123e-11
+4.95000e+03,+1.66320e-11,+2.59703e-11
+4.95400e+03,+3.12610e-11,+2.59284e-11
+4.95800e+03,+3.07360e-11,+2.58867e-11
+4.96200e+03,+2.16630e-11,+2.58450e-11
+4.96600e+03,+2.78910e-11,+2.58034e-11
+4.97000e+03,+1.98220e-11,+2.57619e-11
+4.97400e+03,+2.31160e-11,+2.57205e-11
+4.97800e+03,+2.99030e-11,+2.56792e-11
+4.98200e+03,+1.76440e-11,+2.56380e-11
+4.98600e+03,+1.69940e-11,+2.55969e-11
+4.99000e+03,+2.17570e-11,+2.55560e-11
+4.99400e+03,+2.24870e-11,+2.55151e-11
+4.99800e+03,+2.36170e-11,+2.54743e-11
+5.00200e+03,+2.28480e-11,+2.54336e-11
+5.00600e+03,+1.73030e-11,+2.53930e-11
+5.01000e+03,+2.40700e-11,+2.53525e-11
+5.01400e+03,+2.29760e-11,+2.53121e-11
+5.01800e+03,+3.52120e-11,+2.52718e-11
+5.02200e+03,+3.01400e-11,+2.52316e-11
+5.02600e+03,+3.30100e-11,+2.51914e-11
+5.03000e+03,+2.22590e-11,+2.51514e-11
+5.03400e+03,+2.97390e-11,+2.51115e-11
+5.03800e+03,+3.06500e-11,+2.50717e-11
+5.04200e+03,+2.86660e-11,+2.50319e-11
+5.04600e+03,+3.01600e-11,+2.49923e-11
+5.05000e+03,+3.90560e-11,+2.49527e-11
+5.05400e+03,+2.13910e-11,+2.49133e-11
+5.05800e+03,+3.47910e-11,+2.48739e-11
+5.06200e+03,+1.56020e-11,+2.48347e-11
+5.06600e+03,+1.46230e-11,+2.47955e-11
+5.07000e+03,+1.84580e-11,+2.47564e-11
+5.07400e+03,+1.83430e-11,+2.47174e-11
+5.07800e+03,+1.04370e-11,+2.46785e-11
+5.08200e+03,+2.72270e-11,+2.46397e-11
+5.08600e+03,+1.86730e-11,+2.46010e-11
+5.09000e+03,+1.91750e-11,+2.45624e-11
+5.09400e+03,+3.23450e-11,+2.45238e-11
+5.09800e+03,+4.02590e-11,+2.44854e-11
+5.10200e+03,+1.59440e-11,+2.44470e-11
+5.10600e+03,+1.39440e-11,+2.44088e-11
+5.11000e+03,+3.54020e-11,+2.43706e-11
+5.11400e+03,+1.63540e-11,+2.43325e-11
+5.11800e+03,+2.05370e-11,+2.42945e-11
+5.12200e+03,+1.91320e-11,+2.42566e-11
+5.12600e+03,+3.03640e-11,+2.42188e-11
+5.13000e+03,+2.90740e-11,+2.41811e-11
+5.13400e+03,+3.42680e-11,+2.41435e-11
+5.13800e+03,+2.52860e-11,+2.41059e-11
+5.14200e+03,+2.03570e-11,+2.40684e-11
+5.14600e+03,+2.71140e-11,+2.40311e-11
+5.15000e+03,+2.51920e-11,+2.39938e-11
+5.15400e+03,+2.46020e-11,+2.39566e-11
+5.15800e+03,+1.90500e-11,+2.39195e-11
+5.16200e+03,+1.81070e-11,+2.38824e-11
+5.16600e+03,+2.98830e-11,+2.38455e-11
+5.17000e+03,+1.72700e-11,+2.38086e-11
+5.17400e+03,+2.18900e-11,+2.37719e-11
+5.17800e+03,+1.10320e-11,+2.37352e-11
+5.18200e+03,+2.08000e-11,+2.36986e-11
+5.18600e+03,+2.71790e-11,+2.36620e-11
+5.19000e+03,+1.80250e-11,+2.36256e-11
+5.19400e+03,+8.92900e-12,+2.35893e-11
+5.19800e+03,+2.13710e-11,+2.35530e-11
+5.20200e+03,+2.93100e-11,+2.35168e-11
+5.20600e+03,+1.75490e-11,+2.34807e-11
+5.21000e+03,+2.64980e-11,+2.34447e-11
+5.21400e+03,+1.92130e-11,+2.34088e-11
+5.21800e+03,+3.15020e-11,+2.33729e-11
+5.22200e+03,+1.02630e-11,+2.33371e-11
+5.22600e+03,+3.65490e-11,+2.33015e-11
+5.23000e+03,+1.93480e-11,+2.32659e-11
+5.23400e+03,+1.95350e-11,+2.32303e-11
+5.23800e+03,+1.26230e-11,+2.31949e-11
+5.24200e+03,+2.02910e-11,+2.31595e-11
+5.24600e+03,+2.70570e-11,+2.31242e-11
+5.25000e+03,+1.58860e-11,+2.30890e-11
+5.25400e+03,+2.11810e-11,+2.30539e-11
+5.25800e+03,+1.66870e-11,+2.30189e-11
+5.26200e+03,+2.34540e-11,+2.29839e-11
+5.26600e+03,+2.92910e-11,+2.29490e-11
+5.27000e+03,+1.87650e-11,+2.29142e-11
+5.27400e+03,+8.06900e-12,+2.28795e-11
+5.27800e+03,+3.41630e-11,+2.28449e-11
+5.28200e+03,+2.44640e-11,+2.28103e-11
+5.28600e+03,+3.12370e-11,+2.27758e-11
+5.29000e+03,+1.38570e-11,+2.27414e-11
+5.29400e+03,+1.27950e-11,+2.27071e-11
+5.29800e+03,+1.94260e-11,+2.26728e-11
+5.30200e+03,+1.87930e-11,+2.26387e-11
+5.30600e+03,+1.39120e-11,+2.26046e-11
+5.31000e+03,+3.53740e-11,+2.25705e-11
+5.31400e+03,+2.22030e-11,+2.25366e-11
+5.31800e+03,+2.37210e-11,+2.25027e-11
+5.32200e+03,+2.48910e-11,+2.24689e-11
+5.32600e+03,+1.57620e-11,+2.24352e-11
+5.33000e+03,+1.78250e-11,+2.24016e-11
+5.33400e+03,+1.66790e-11,+2.23680e-11
+5.33800e+03,+1.99100e-11,+2.23345e-11
+5.34200e+03,+1.28030e-11,+2.23011e-11
+5.34600e+03,+1.51440e-11,+2.22678e-11
+5.35000e+03,+1.68380e-11,+2.22345e-11
+5.35400e+03,+2.11360e-11,+2.22013e-11
+5.35800e+03,+2.46120e-11,+2.21682e-11
+5.36200e+03,+1.04030e-11,+2.21352e-11
+5.36600e+03,+3.58870e-11,+2.21022e-11
+5.37000e+03,+1.51060e-11,+2.20693e-11
+5.37400e+03,+2.67020e-11,+2.20365e-11
+5.37800e+03,+1.73750e-11,+2.20037e-11
+5.38200e+03,+2.02540e-11,+2.19711e-11
+5.38600e+03,+1.93600e-11,+2.19385e-11
+5.39000e+03,+2.10570e-11,+2.19059e-11
+5.39400e+03,+1.83480e-11,+2.18735e-11
+5.39800e+03,+1.40050e-11,+2.18411e-11
+5.40200e+03,+2.09960e-11,+2.18088e-11
+5.40600e+03,+2.66860e-11,+2.17766e-11
+5.41000e+03,+1.66810e-11,+2.17444e-11
+5.41400e+03,+2.53260e-11,+2.17123e-11
+5.41800e+03,+1.80100e-11,+2.16803e-11
+5.42200e+03,+1.71110e-11,+2.16483e-11
+5.42600e+03,+2.49680e-11,+2.16164e-11
+5.43000e+03,+1.43530e-11,+2.15846e-11
+5.43400e+03,+1.60000e-11,+2.15529e-11
+5.43800e+03,+1.54290e-11,+2.15212e-11
+5.44200e+03,+1.91280e-11,+2.14896e-11
+5.44600e+03,+3.49210e-11,+2.14580e-11
+5.45000e+03,+2.56100e-11,+2.14266e-11
+5.45400e+03,+1.52220e-11,+2.13952e-11
+5.45800e+03,+1.05740e-11,+2.13638e-11
+5.46200e+03,+1.03370e-11,+2.13326e-11
+5.46600e+03,+1.56220e-11,+2.13014e-11
+5.47000e+03,+3.00370e-11,+2.12703e-11
+5.47400e+03,+7.42000e-12,+2.12392e-11
+5.47800e+03,+1.15070e-11,+2.12082e-11
+5.48200e+03,+1.35320e-11,+2.11773e-11
+5.48600e+03,+2.06950e-11,+2.11465e-11
+5.49000e+03,+2.61650e-11,+2.11157e-11
+5.49400e+03,+1.84750e-11,+2.10850e-11
+5.49800e+03,+1.45130e-11,+2.10543e-11
+5.50200e+03,+1.10560e-11,+2.10237e-11
+5.50600e+03,+1.29220e-11,+2.09932e-11
+5.51000e+03,+1.50340e-11,+2.09628e-11
+5.51400e+03,+1.56600e-11,+2.09324e-11
+5.51800e+03,+2.04080e-11,+2.09020e-11
+5.52200e+03,+8.91800e-12,+2.08718e-11
+5.52600e+03,+2.96440e-11,+2.08416e-11
+5.53000e+03,+2.17220e-11,+2.08115e-11
+5.53400e+03,+2.00010e-11,+2.07814e-11
+5.53800e+03,+1.32850e-11,+2.07514e-11
+5.54200e+03,+2.03600e-11,+2.07215e-11
+5.54600e+03,+1.21180e-11,+2.06917e-11
+5.55000e+03,+2.06450e-11,+2.06619e-11
+5.55400e+03,+1.19210e-11,+2.06321e-11
+5.55800e+03,+2.10840e-11,+2.06025e-11
+5.56200e+03,+2.45590e-11,+2.05729e-11
+5.56600e+03,+1.48030e-11,+2.05433e-11
+5.57000e+03,+2.37920e-11,+2.05138e-11
+5.57400e+03,+2.30820e-11,+2.04844e-11
+5.57800e+03,+1.99220e-11,+2.04551e-11
+5.58200e+03,+1.96510e-11,+2.04258e-11
+5.58600e+03,+9.31700e-12,+2.03966e-11
+5.59000e+03,+2.20740e-11,+2.03674e-11
+5.59400e+03,+1.56110e-11,+2.03383e-11
+5.59800e+03,+3.75580e-11,+2.03093e-11
+5.60200e+03,+2.06830e-11,+2.02803e-11
+5.60600e+03,+2.41980e-11,+2.02514e-11
+5.61000e+03,+1.80920e-11,+2.02225e-11
+5.61400e+03,+1.30110e-11,+2.01937e-11
+5.61800e+03,+2.10920e-11,+2.01650e-11
+5.62200e+03,+1.93100e-11,+2.01363e-11
+5.62600e+03,+2.38860e-11,+2.01077e-11
+5.63000e+03,+1.61460e-11,+2.00792e-11
+5.63400e+03,+2.32620e-11,+2.00507e-11
+5.63800e+03,+1.45090e-11,+2.00223e-11
+5.64200e+03,+3.09900e-11,+1.99939e-11
+5.64600e+03,+2.35920e-11,+1.99656e-11
+5.65000e+03,+1.93810e-11,+1.99374e-11
+5.65400e+03,+2.98440e-11,+1.99092e-11
+5.65800e+03,+3.75190e-11,+1.98810e-11
+5.66200e+03,+2.01790e-11,+1.98530e-11
+5.66600e+03,+1.65360e-11,+1.98250e-11
+5.67000e+03,+2.70030e-11,+1.97970e-11
+5.67400e+03,+1.20760e-11,+1.97691e-11
+5.67800e+03,+1.54830e-11,+1.97413e-11
+5.68200e+03,+1.33210e-11,+1.97136e-11
+5.68600e+03,+1.98960e-11,+1.96858e-11
+5.69000e+03,+2.23420e-11,+1.96582e-11
+5.69400e+03,+2.87530e-11,+1.96306e-11
+5.69800e+03,+1.50080e-11,+1.96031e-11
+5.70200e+03,+2.77210e-11,+1.95756e-11
+5.70600e+03,+1.44100e-11,+1.95482e-11
+5.71000e+03,+1.47410e-11,+1.95208e-11
+5.71400e+03,+9.05300e-12,+1.94935e-11
+5.71800e+03,+2.26120e-11,+1.94662e-11
+5.72200e+03,+1.90650e-11,+1.94391e-11
+5.72600e+03,+2.19870e-11,+1.94119e-11
+5.73000e+03,+1.33000e-11,+1.93848e-11
+5.73400e+03,+1.61690e-11,+1.93578e-11
+5.73800e+03,+1.87890e-11,+1.93309e-11
+5.74200e+03,+1.93730e-11,+1.93039e-11
+5.74600e+03,+1.65420e-11,+1.92771e-11
+5.75000e+03,+8.47300e-12,+1.92503e-11
+5.75400e+03,+1.62110e-11,+1.92236e-11
+5.75800e+03,+2.07900e-11,+1.91969e-11
+5.76200e+03,+1.83630e-11,+1.91702e-11
+5.76600e+03,+2.38390e-11,+1.91437e-11
+5.77000e+03,+1.62720e-11,+1.91172e-11
+5.77400e+03,+1.22000e-11,+1.90907e-11
+5.77800e+03,+1.66150e-11,+1.90643e-11
+5.78200e+03,+1.47360e-11,+1.90379e-11
+5.78600e+03,+1.53110e-11,+1.90116e-11
+5.79000e+03,+7.15800e-12,+1.89854e-11
+5.79400e+03,+1.45150e-11,+1.89592e-11
+5.79800e+03,+9.91000e-12,+1.89331e-11
+5.80200e+03,+2.34900e-11,+1.89070e-11
+5.80600e+03,+1.62130e-11,+1.88809e-11
+5.81000e+03,+1.47540e-11,+1.88550e-11
+5.81400e+03,+1.61660e-11,+1.88291e-11
+5.81800e+03,+1.83550e-11,+1.88032e-11
+5.82200e+03,+1.33600e-11,+1.87774e-11
+5.82600e+03,+3.03100e-11,+1.87516e-11
+5.83000e+03,+2.06820e-11,+1.87259e-11
+5.83400e+03,+1.96530e-11,+1.87002e-11
+5.83800e+03,+1.92980e-11,+1.86746e-11
+5.84200e+03,+1.33830e-11,+1.86491e-11
+5.84600e+03,+1.24810e-11,+1.86236e-11
+5.85000e+03,+2.31670e-11,+1.85981e-11
+5.85400e+03,+1.62760e-11,+1.85728e-11
+5.85800e+03,+1.63490e-11,+1.85474e-11
+5.86200e+03,+1.20150e-11,+1.85221e-11
+5.86600e+03,+1.90660e-11,+1.84969e-11
+5.87000e+03,+9.14500e-12,+1.84717e-11
+5.87400e+03,+2.70680e-11,+1.84466e-11
+5.87800e+03,+1.90580e-11,+1.84215e-11
+5.88200e+03,+2.33630e-11,+1.83964e-11
+5.88600e+03,+1.60030e-11,+1.83715e-11
