f,raw,fit
+1.38420e+04,+1.69000e-12,+3.32336e-12
+1.38580e+04,+1.40900e-12,+3.31569e-12
+1.38740e+04,+2.59800e-12,+3.30805e-12
+1.38900e+04,+2.59500e-12,+3.30043e-12
+1.39060e+04,+1.80600e-12,+3.29284e-12
+1.39220e+04,+1.70500e-12,+3.28528e-12
+1.39380e+04,+1.77500e-12,+3.27774e-12
+1.39540e+04,+2.15400e-12,+3.27023e-12
+1.39700e+04,+2.14600e-12,+3.26274e-12
+1.39860e+04,+2.48700e-12,+3.25528e-12
+1.40020e+04,+3.55700e-12,+3.24785e-12
+1.40180e+04,+1.74600e-12,+3.24044e-12
+1.40340e+04,+1.88600e-12,+3.23306e-12
+1.40500e+04,+2.12000e-12,+3.22570e-12
+1.40660e+04,+1.63600e-12,+3.21836e-12
+1.40820e+04,+2.56300e-12,+3.21105e-12
+1.40980e+04,+2.33900e-12,+3.20377e-12
+1.41140e+04,+1.58300e-12,+3.19651e-12
+1.41300e+04,+1.31700e-12,+3.18928e-12
+1.41460e+04,+1.77300e-12,+3.18207e-12
+1.41620e+04,+3.10400e-12,+3.17488e-12
+1.41780e+04,+2.36300e-12,+3.16772e-12
+1.41940e+04,+1.17900e-12,+3.16058e-12
+1.42100e+04,+1.26500e-12,+3.15347e-12
+1.42260e+04,+1.47800e-12,+3.14638e-12
+1.42420e+04,+1.74700e-12,+3.13932e-12
+1.42580e+04,+2.37900e-12,+3.13228e-12
+1.42740e+04,+1.96000e-12,+3.12526e-12
+1.42900e+04,+4.03900e-12,+3.11827e-12
+1.43060e+04,+2.87900e-12,+3.11130e-12
+1.43220e+04,+2.35000e-12,+3.10435e-12
+1.43380e+04,+3.37300e-12,+3.09742e-12
+1.43540e+04,+1.97500e-12,+3.09052e-12
+1.43700e+04,+1.77300e-12,+3.08365e-12
+1.43860e+04,+1.33600e-12,+3.07679e-12
+1.44020e+04,+1.37600e-12,+3.06996e-12
+1.44180e+04,+1.21700e-12,+3.06315e-12
+1.44340e+04,+1.85500e-12,+3.05636e-12
+1.44500e+04,+2.68500e-12,+3.04960e-12
+1.44660e+04,+1.59000e-12,+3.04286e-12
+1.44820e+04,+2.08000e-12,+3.03614e-12
+1.44980e+04,+1.84200e-12,+3.02944e-12
+1.45140e+04,+1.59400e-12,+3.02277e-12
+1.45300e+04,+1.58900e-12,+3.01611e-12
+1.45460e+04,+2.29000e-12,+3.00948e-12
+1.45620e+04,+1.51100e-12,+3.00287e-12
+1.45780e+04,+1.91800e-12,+2.99629e-12
+1.45940e+04,+2.24300e-12,+2.98972e-12
+1.46100e+04,+3.11500e-12,+2.98318e-12
+1.46260e+04,+2.02900e-12,+2.97665e-12
+1.46420e+04,+2.96000e-12,+2.97015e-12
+1.46580e+04,+4.25200e-12,+2.96367e-12
+1.46740e+04,+2.17200e-12,+2.95721e-12
+1.46900e+04,+1.69000e-12,+2.95078e-12
+1.47060e+04,+1.91500e-12,+2.94436e-12
+1.47220e+04,+2.08600e-12,+2.93796e-12
+1.47380e+04,+2.38300e-12,+2.93159e-12
+1.47540e+04,+1.51200e-12,+2.92523e-12
+1.47700e+04,+2.93300e-12,+2.91890e-12
+1.47860e+04,+3.29700e-12,+2.91259e-12
+1.48020e+04,+1.07900e-12,+2.90629e-12
+1.48180e+04,+1.40300e-12,+2.90002e-12
+1.48340e+04,+2.04100e-12,+2.89377e-12
+1.48500e+04,+1.89300e-12,+2.88754e-12
+1.48660e+04,+1.44600e-12,+2.88133e-12
+1.48820e+04,+1.44900e-12,+2.87513e-12
+1.48980e+04,+2.09900e-12,+2.86896e-12
+1.49140e+04,+2.93800e-12,+2.86281e-12
+1.49300e+04,+2.53500e-12,+2.85668e-12
+1.49460e+04,+1.82200e-12,+2.85057e-12
+1.49620e+04,+1.93700e-12,+2.84447e-12
+1.49780e+04,+1.66200e-12,+2.83840e-12
+1.49940e+04,+2.57400e-12,+2.83235e-12
+1.50100e+04,+1.32800e-12,+2.82631e-12
+1.50260e+04,+1.11400e-12,+2.82030e-12
+1.50420e+04,+2.28800e-12,+2.81430e-12
+1.50580e+04,+1.18800e-12,+2.80832e-12
+1.50740e+04,+1.43400e-12,+2.80236e-12
+1.50900e+04,+1.75500e-12,+2.79643e-12
+1.51060e+04,+1.00700e-12,+2.79050e-12
+1.51220e+04,+1.90300e-12,+2.78460e-12
+1.51380e+04,+1.76900e-12,+2.77872e-12
+1.51540e+04,+1.78200e-12,+2.77286e-12
+1.51700e+04,+1.29200e-12,+2.76701e-12
+1.51860e+04,+2.33500e-12,+2.76118e-12
+1.52020e+04,+2.02100e-12,+2.75538e-12
+1.52180e+04,+1.26500e-12,+2.74958e-12
+1.52340e+04,+1.82500e-12,+2.74381e-12
+1.52500e+04,+2.34800e-12,+2.73806e-12
+1.52660e+04,+2.20800e-12,+2.73232e-12
+1.52820e+04,+1.95100e-12,+2.72660e-12
+1.52980e+04,+2.79800e-12,+2.72090e-12
+1.53140e+04,+1.56700e-12,+2.71522e-12
+1.53300e+04,+2.20500e-12,+2.70956e-12
+1.53460e+04,+2.05700e-12,+2.70391e-12
+1.53620e+04,+1.82700e-12,+2.69828e-12
+1.53780e+04,+1.57500e-12,+2.69267e-12
+1.53940e+04,+2.03000e-12,+2.68708e-12
+1.54100e+04,+1.75700e-12,+2.68150e-12
+1.54260e+04,+1.28700e-12,+2.67594e-12
+1.54420e+04,+2.57100e-12,+2.67040e-12
+1.54580e+04,+9.24000e-13,+2.66487e-12
+1.54740e+04,+1.36600e-12,+2.65937e-12
+1.54900e+04,+1.65200e-12,+2.65388e-12
+1.55060e+04,+1.19800e-12,+2.64840e-12
+1.55220e+04,+1.25000e-12,+2.64295e-12
+1.55380e+04,+1.40200e-12,+2.63751e-12
+1.55540e+04,+7.74000e-13,+2.63208e-12
+1.55700e+04,+1.87000e-12,+2.62668e-12
+1.55860e+04,+9.31000e-13,+2.62129e-12
+1.56020e+04,+1.42600e-12,+2.61591e-12
+1.56180e+04,+2.60400e-12,+2.61056e-12
+1.56340e+04,+1.57800e-12,+2.60522e-12
+1.56500e+04,+2.71100e-12,+2.59989e-12
+1.56660e+04,+1.22500e-12,+2.59459e-12
+1.56820e+04,+1.45800e-12,+2.58929e-12
+1.56980e+04,+1.05500e-12,+2.58402e-12
+1.57140e+04,+1.45600e-12,+2.57876e-12
+1.57300e+04,+1.71700e-12,+2.57352e-12
+1.57460e+04,+1.76100e-12,+2.56829e-12
+1.57620e+04,+1.50000e-12,+2.56308e-12
+1.57780e+04,+1.31900e-12,+2.55788e-12
+1.57940e+04,+1.25400e-12,+2.55270e-12
+1.58100e+04,+1.08800e-12,+2.54754e-12
+1.58260e+04,+1.21100e-12,+2.54239e-12
+1.58420e+04,+1.36400e-12,+2.53726e-12
+1.58580e+04,+2.12600e-12,+2.53214e-12
+1.58740e+04,+2.56400e-12,+2.52704e-12
+1.58900e+04,+1.92800e-12,+2.52196e-12
+1.59060e+04,+1.30300e-12,+2.51688e-12
+1.59220e+04,+1.84700e-12,+2.51183e-12
+1.59380e+04,+2.06500e-12,+2.50679e-12
+1.59540e+04,+1.38200e-12,+2.50176e-12
+1.59700e+04,+1.51600e-12,+2.49675e-12
+1.59860e+04,+1.43900e-12,+2.49176e-12
+1.60020e+04,+1.63400e-12,+2.48678e-12
+1.60180e+04,+1.26300e-12,+2.48181e-12
+1.60340e+04,+2.67400e-12,+2.47686e-12
+1.60500e+04,+2.26600e-12,+2.47193e-12
+1.60660e+04,+1.16400e-12,+2.46701e-12
+1.60820e+04,+9.04000e-13,+2.46210e-12
+1.60980e+04,+1.93100e-12,+2.45721e-12
+1.61140e+04,+1.57000e-12,+2.45233e-12
+1.61300e+04,+2.01300e-12,+2.44747e-12
+1.61460e+04,+2.19200e-12,+2.44262e-12
+1.61620e+04,+1.67300e-12,+2.43779e-12
+1.61780e+04,+1.16200e-12,+2.43297e-12
+1.61940e+04,+1.32100e-12,+2.42816e-12
+1.62100e+04,+1.28000e-12,+2.42337e-12
+1.62260e+04,+2.27500e-12,+2.41860e-12
+1.62420e+04,+2.09400e-12,+2.41383e-12
+1.62580e+04,+1.13200e-12,+2.40909e-12
+1.62740e+04,+9.85000e-13,+2.40435e-12
+1.62900e+04,+1.59100e-12,+2.39963e-12
+1.63060e+04,+1.09700e-12,+2.39492e-12
+1.63220e+04,+1.39900e-12,+2.39023e-12
+1.63380e+04,+1.63400e-12,+2.38555e-12
+1.63540e+04,+6.79000e-13,+2.38089e-12
+1.63700e+04,+1.00100e-12,+2.37624e-12
+1.63860e+04,+1.40600e-12,+2.37160e-12
+1.64020e+04,+2.63700e-12,+2.36697e-12
+1.64180e+04,+1.30700e-12,+2.36236e-12
+1.64340e+04,+1.49300e-12,+2.35777e-12
+1.64500e+04,+9.78000e-13,+2.35318e-12
+1.64660e+04,+1.13200e-12,+2.34861e-12
+1.64820e+04,+1.23200e-12,+2.34405e-12
+1.64980e+04,+1.20800e-12,+2.33951e-12
+1.65140e+04,+1.52600e-12,+2.33498e-12
+1.65300e+04,+1.64400e-12,+2.33046e-12
+1.65460e+04,+1.16200e-12,+2.32596e-12
+1.65620e+04,+2.00100e-12,+2.32146e-12
+1.65780e+04,+1.40200e-12,+2.31699e-12
+1.65940e+04,+2.49200e-12,+2.31252e-12
+1.66100e+04,+1.00400e-12,+2.30807e-12
+1.66260e+04,+9.63000e-13,+2.30363e-12
+1.66420e+04,+1.62800e-12,+2.29920e-12
+1.66580e+04,+1.39000e-12,+2.29479e-12
+1.66740e+04,+8.52000e-13,+2.29038e-12
+1.66900e+04,+1.34100e-12,+2.28600e-12
+1.67060e+04,+1.06400e-12,+2.28162e-12
+1.67220e+04,+1.08100e-12,+2.27726e-12
+1.67380e+04,+1.23200e-12,+2.27290e-12
+1.67540e+04,+1.49500e-12,+2.26857e-12
+1.67700e+04,+1.80000e-12,+2.26424e-12
+1.67860e+04,+1.39100e-12,+2.25992e-12
+1.68020e+04,+1.70100e-12,+2.25562e-12
+1.68180e+04,+1.37500e-12,+2.25133e-12
+1.68340e+04,+1.66600e-12,+2.24706e-12
+1.68500e+04,+1.74900e-12,+2.24279e-12
+1.68660e+04,+1.12200e-12,+2.23854e-12
+1.68820e+04,+1.46700e-12,+2.23430e-12
+1.68980e+04,+1.56600e-12,+2.23007e-12
+1.69140e+04,+1.63700e-12,+2.22585e-12
+1.69300e+04,+7.29000e-13,+2.22165e-12
+1.69460e+04,+7.26000e-13,+2.21745e-12
+1.69620e+04,+1.35200e-12,+2.21327e-12
+1.69780e+04,+1.42900e-12,+2.20910e-12
+1.69940e+04,+2.10200e-12,+2.20495e-12
+1.70100e+04,+1.16400e-12,+2.20080e-12
+1.70260e+04,+1.28000e-12,+2.19667e-12
+1.70420e+04,+8.11000e-13,+2.19254e-12
+1.70580e+04,+1.24700e-12,+2.18843e-12
+1.70740e+04,+9.49000e-13,+2.18433e-12
+1.70900e+04,+1.12700e-12,+2.18025e-12
+1.71060e+04,+1.12300e-12,+2.17617e-12
+1.71220e+04,+9.87000e-13,+2.17210e-12
+1.71380e+04,+1.58200e-12,+2.16805e-12
+1.71540e+04,+7.05000e-13,+2.16401e-12
+1.71700e+04,+9.21000e-13,+2.15998e-12
+1.71860e+04,+1.33400e-12,+2.15596e-12
+1.72020e+04,+8.30000e-13,+2.15195e-12
+1.72180e+04,+1.05000e-12,+2.14795e-12
+1.72340e+04,+1.38200e-12,+2.14397e-12
+1.72500e+04,+1.07500e-12,+2.13999e-12
+1.72660e+04,+2.06400e-12,+2.13603e-12
+1.72820e+04,+1.85800e-12,+2.13207e-12
+1.72980e+04,+1.88400e-12,+2.12813e-12
+1.73140e+04,+9.94000e-13,+2.12420e-12
+1.73300e+04,+1.37800e-12,+2.12028e-12
+1.73460e+04,+1.33700e-12,+2.11637e-12
+1.73620e+04,+1.13300e-12,+2.11247e-12
+1.73780e+04,+1.46000e-12,+2.10858e-12
+1.73940e+04,+1.16200e-12,+2.10471e-12
+1.74100e+04,+1.26000e-12,+2.10084e-12
+1.74260e+04,+1.45900e-12,+2.09698e-12
+1.74420e+04,+9.61000e-13,+2.09314e-12
+1.74580e+04,+7.80000e-13,+2.08930e-12
+1.74740e+04,+1.49100e-12,+2.08548e-12
+1.74900e+04,+1.20400e-12,+2.08167e-12
+1.75060e+04,+8.86000e-13,+2.07786e-12
+1.75220e+04,+9.36000e-13,+2.07407e-12
+1.75380e+04,+1.37600e-12,+2.07029e-12
+1.75540e+04,+5.52000e-13,+2.06652e-12
+1.75700e+04,+1.46700e-12,+2.06275e-12
+1.75860e+04,+1.35300e-12,+2.05900e-12
+1.76020e+04,+9.50000e-13,+2.05526e-12
+1.76180e+04,+2.07000e-12,+2.05153e-12
+1.76340e+04,+1.56000e-12,+2.04781e-12
+1.76500e+04,+7.94000e-13,+2.04410e-12
+1.76660e+04,+1.16000e-12,+2.04040e-12
+1.76820e+04,+1.34100e-12,+2.03671e-12
+1.76980e+04,+1.33000e-12,+2.03303e-12
+1.77140e+04,+1.40000e-12,+2.02936e-12
+1.77300e+04,+1.26600e-12,+2.02569e-12
+1.77460e+04,+1.34800e-12,+2.02204e-12
+1.77620e+04,+1.17000e-12,+2.01840e-12
+1.77780e+04,+1.35100e-12,+2.01477e-12
+1.77940e+04,+1.25500e-12,+2.01115e-12
+1.78100e+04,+1.23300e-12,+2.00754e-12
+1.78260e+04,+1.30300e-12,+2.00394e-12
+1.78420e+04,+9.39000e-13,+2.00034e-12
+1.78580e+04,+1.46500e-12,+1.99676e-12
+1.78740e+04,+1.05600e-12,+1.99319e-12
+1.78900e+04,+5.56000e-13,+1.98962e-12
+1.79060e+04,+1.49600e-12,+1.98607e-12
+1.79220e+04,+5.56000e-13,+1.98253e-12
+1.79380e+04,+1.13000e-12,+1.97899e-12
+1.79540e+04,+1.22500e-12,+1.97547e-12
+1.79700e+04,+8.18000e-13,+1.97195e-12
+1.79860e+04,+4.37000e-13,+1.96844e-12
+1.80020e+04,+9.85000e-13,+1.96495e-12
+1.80180e+04,+1.17100e-12,+1.96146e-12
+1.80340e+04,+9.48000e-13,+1.95798e-12
+1.80500e+04,+1.40600e-12,+1.95451e-12
+1.80660e+04,+5.98000e-13,+1.95105e-12
+1.80820e+04,+4.76000e-13,+1.94760e-12
+1.80980e+04,+1.24400e-12,+1.94416e-12
+1.81140e+04,+1.31200e-12,+1.94072e-12
+1.81300e+04,+1.74200e-12,+1.93730e-12
+1.81460e+04,+7.59000e-13,+1.93389e-12
+1.81620e+04,+1.27800e-12,+1.93048e-12
+1.81780e+04,+1.46000e-12,+1.92708e-12
+1.81940e+04,+1.05700e-12,+1.92370e-12
+1.82100e+04,+1.45500e-12,+1.92032e-12
+1.82260e+04,+7.73000e-13,+1.91695e-12
+1.82420e+04,+9.65000e-13,+1.91359e-12
+1.82580e+04,+9.01000e-13,+1.91023e-12
+1.82740e+04,+8.33000e-13,+1.90689e-12
+1.82900e+04,+1.00900e-12,+1.90356e-12
+1.83060e+04,+9.71000e-13,+1.90023e-12
+1.83220e+04,+1.25000e-12,+1.89691e-12
+1.83380e+04,+7.13000e-13,+1.89360e-12
+1.83540e+04,+7.77000e-13,+1.89030e-12
+1.83700e+04,+5.20000e-13,+1.88701e-12
+1.83860e+04,+3.02000e-13,+1.88373e-12
+1.84020e+04,+7.44000e-13,+1.88046e-12
+1.84180e+04,+8.61000e-13,+1.87719e-12
+1.84340e+04,+1.78000e-12,+1.87393e-12
+1.84500e+04,+1.13300e-12,+1.87068e-12
+1.84660e+04,+1.10200e-12,+1.86744e-12
+1.84820e+04,+9.62000e-13,+1.86421e-12
+1.84980e+04,+1.02400e-12,+1.86099e-12
+1.85140e+04,+1.20600e-12,+1.85777e-12
+1.85300e+04,+8.66000e-13,+1.85457e-12
+1.85460e+04,+9.19000e-13,+1.85137e-12
+1.85620e+04,+1.41500e-12,+1.84818e-12
+1.85780e+04,+6.90000e-13,+1.84500e-12
+1.85940e+04,+1.16000e-12,+1.84182e-12
+1.86100e+04,+8.57000e-13,+1.83866e-12
+1.86260e+04,+1.17600e-12,+1.83550e-12
+1.86420e+04,+9.60000e-13,+1.83235e-12
+1.86580e+04,+7.64000e-13,+1.82921e-12
+1.86740e+04,+1.22200e-12,+1.82608e-12
+1.86900e+04,+7.77000e-13,+1.82295e-12
+1.87060e+04,+1.13800e-12,+1.81984e-12
+1.87220e+04,+1.15600e-12,+1.81673e-12
+1.87380e+04,+7.24000e-13,+1.81363e-12
+1.87540e+04,+4.64000e-13,+1.81053e-12
+1.87700e+04,+6.29000e-13,+1.80745e-12
+1.87860e+04,+1.31200e-12,+1.80437e-12
+1.88020e+04,+1.00300e-12,+1.80130e-12
+1.88180e+04,+1.36200e-12,+1.79824e-12
+1.88340e+04,+8.26000e-13,+1.79518e-12
+1.88500e+04,+6.78000e-13,+1.79214e-12
+1.88660e+04,+1.27600e-12,+1.78910e-12
+1.88820e+04,+9.24000e-13,+1.78607e-12
+1.88980e+04,+1.02700e-12,+1.78305e-12
+1.89140e+04,+5.29000e-13,+1.78003e-12
+1.89300e+04,+1.02600e-12,+1.77702e-12
+1.89460e+04,+9.51000e-13,+1.77402e-12
+1.89620e+04,+5.94000e-13,+1.77103e-12
+1.89780e+04,+7.48000e-13,+1.76805e-12
+1.89940e+04,+1.45300e-12,+1.76507e-12
+1.90100e+04,+2.81000e-13,+1.76210e-12
+1.90260e+04,+6.17000e-13,+1.75914e-12
+1.90420e+04,+7.31000e-13,+1.75618e-12
+1.90580e+04,+1.83300e-12,+1.75324e-12
+1.90740e+04,+9.35000e-13,+1.75030e-12
+1.90900e+04,+1.18200e-12,+1.74736e-12
+1.91060e+04,+1.10500e-12,+1.74444e-12
+1.91220e+04,+8.58000e-13,+1.74152e-12
+1.91380e+04,+9.79000e-13,+1.73861e-12
+1.91540e+04,+1.09600e-12,+1.73571e-12
+1.91700e+04,+7.29000e-13,+1.73281e-12
+1.91860e+04,+8.92000e-13,+1.72992e-12
+1.92020e+04,+1.21500e-12,+1.72704e-12
+1.92180e+04,+8.06000e-13,+1.72417e-12
+1.92340e+04,+2.05700e-12,+1.72130e-12
+1.92500e+04,+6.55000e-13,+1.71844e-12
+1.92660e+04,+9.92000e-13,+1.71558e-12
+1.92820e+04,+8.02000e-13,+1.71274e-12
+1.92980e+04,+5.66000e-13,+1.70990e-12
+1.93140e+04,+1.10500e-12,+1.70707e-12
+1.93300e+04,+1.11900e-12,+1.70424e-12
+1.93460e+04,+1.05800e-12,+1.70143e-12
+1.93620e+04,+1.14800e-12,+1.69862e-12
+1.93780e+04,+6.71000e-13,+1.69581e-12
+1.93940e+04,+1.00700e-12,+1.69302e-12
+1.94100e+04,+9.79000e-13,+1.69023e-12
+1.94260e+04,+8.39000e-13,+1.68744e-12
+1.94420e+04,+9.95000e-13,+1.68467e-12
+1.94580e+04,+1.15100e-12,+1.68190e-12
+1.94740e+04,+8.93000e-13,+1.67913e-12
+1.94900e+04,+7.89000e-13,+1.67638e-12
+1.95060e+04,+1.23500e-12,+1.67363e-12
+1.95220e+04,+9.24000e-13,+1.67089e-12
+1.95380e+04,+6.41000e-13,+1.66815e-12
+1.95540e+04,+1.02500e-12,+1.66542e-12
+1.95700e+04,+1.20600e-12,+1.66270e-12
+1.95860e+04,+5.20000e-13,+1.65999e-12
+1.96020e+04,+6.37000e-13,+1.65728e-12
+1.96180e+04,+1.22900e-12,+1.65458e-12
+1.96340e+04,+9.17000e-13,+1.65188e-12
+1.96500e+04,+5.34000e-13,+1.64919e-12
+1.96660e+04,+7.48000e-13,+1.64651e-12
+1.96820e+04,+6.49000e-13,+1.64383e-12
+1.96980e+04,+8.49000e-13,+1.64116e-12
+1.97140e+04,+4.34000e-13,+1.63850e-12
+1.97300e+04,+9.94000e-13,+1.63585e-12
+1.97460e+04,+6.17000e-13,+1.63320e-12
+1.97620e+04,+7.75000e-13,+1.63055e-12
+1.97780e+04,+8.80000e-13,+1.62791e-12
+1.97940e+04,+8.40000e-13,+1.62528e-12
+1.98100e+04,+6.46000e-13,+1.62266e-12
+1.98260e+04,+5.43000e-13,+1.62004e-12
+1.98420e+04,+8.35000e-13,+1.61743e-12
+1.98580e+04,+7.58000e-13,+1.61483e-12
+1.98740e+04,+8.11000e-13,+1.61223e-12
+1.98900e+04,+1.20000e-12,+1.60963e-12
+1.99060e+04,+8.87000e-13,+1.60705e-12
+1.99220e+04,+8.01000e-13,+1.60447e-12
+1.99380e+04,+6.69000e-13,+1.60189e-12
+1.99540e+04,+6.58000e-13,+1.59933e-12
+1.99700e+04,+4.89000e-13,+1.59676e-12
+1.99860e+04,+5.16000e-13,+1.59421e-12
+2.00020e+04,+6.84000e-13,+1.59166e-12
+2.00180e+04,+4.39000e-13,+1.58912e-12
+2.00340e+04,+5.46000e-13,+1.58658e-12
+2.00500e+04,+8.74000e-13,+1.58405e-12
+2.00660e+04,+1.07200e-12,+1.58152e-12
+2.00820e+04,+1.03100e-12,+1.57900e-12
+2.00980e+04,+1.43800e-12,+1.57649e-12
+2.01140e+04,+5.77000e-13,+1.57398e-12
+2.01300e+04,+6.66000e-13,+1.57148e-12
+2.01460e+04,+3.44000e-13,+1.56899e-12
+2.01620e+04,+4.73000e-13,+1.56650e-12
+2.01780e+04,+6.75000e-13,+1.56402e-12
+2.01940e+04,+1.34400e-12,+1.56154e-12
+2.02100e+04,+4.71000e-13,+1.55907e-12
+2.02260e+04,+8.14000e-13,+1.55660e-12
+2.02420e+04,+7.14000e-13,+1.55414e-12
+2.02580e+04,+7.75000e-13,+1.55169e-12
+2.02740e+04,+7.05000e-13,+1.54924e-12
+2.02900e+04,+5.87000e-13,+1.54680e-12
+2.03060e+04,+8.68000e-13,+1.54436e-12
+2.03220e+04,+9.59000e-13,+1.54193e-12
+2.03380e+04,+8.70000e-13,+1.53950e-12
+2.03540e+04,+8.56000e-13,+1.53709e-12
+2.03700e+04,+1.01500e-12,+1.53467e-12
+2.03860e+04,+8.37000e-13,+1.53226e-12
+2.04020e+04,+6.07000e-13,+1.52986e-12
+2.04180e+04,+3.23000e-13,+1.52747e-12
+2.04340e+04,+8.24000e-13,+1.52507e-12
+2.04500e+04,+1.16700e-12,+1.52269e-12
+2.04660e+04,+7.36000e-13,+1.52031e-12
+2.04820e+04,+5.38000e-13,+1.51793e-12
+2.04980e+04,+6.14000e-13,+1.51557e-12
+2.05140e+04,+5.91000e-13,+1.51320e-12
+2.05300e+04,+7.36000e-13,+1.51085e-12
+2.05460e+04,+4.25000e-13,+1.50849e-12
+2.05620e+04,+4.26000e-13,+1.50615e-12
+2.05780e+04,+9.89000e-13,+1.50381e-12
+2.05940e+04,+7.93000e-13,+1.50147e-12
+2.06100e+04,+5.25000e-13,+1.49914e-12
+2.06260e+04,+1.08400e-12,+1.49681e-12
+2.06420e+04,+8.15000e-13,+1.49450e-12
+2.06580e+04,+5.14000e-13,+1.49218e-12
+2.06740e+04,+3.53000e-13,+1.48987e-12
+2.06900e+04,+6.15000e-13,+1.48757e-12
+2.07060e+04,+3.44000e-13,+1.48527e-12
+2.07220e+04,+1.14100e-12,+1.48298e-12
+2.07380e+04,+4.22000e-13,+1.48069e-12
+2.07540e+04,+8.13000e-13,+1.47841e-12
+2.07700e+04,+6.51000e-13,+1.47613e-12
+2.07860e+04,+1.19100e-12,+1.47386e-12
+2.08020e+04,+2.67000e-13,+1.47159e-12
+2.08180e+04,+6.41000e-13,+1.46933e-12
+2.08340e+04,+6.78000e-13,+1.46708e-12
+2.08500e+04,+6.15000e-13,+1.46483e-12
+2.08660e+04,+5.01000e-13,+1.46258e-12
+2.08820e+04,+2.88000e-13,+1.46034e-12
+2.08980e+04,+1.01400e-12,+1.45811e-12
+2.09140e+04,+5.95000e-13,+1.45588e-12
+2.09300e+04,+1.03500e-12,+1.45365e-12
+2.09460e+04,+5.50000e-13,+1.45143e-12
+2.09620e+04,+5.32000e-13,+1.44922e-12
+2.09780e+04,+8.73000e-13,+1.44701e-12
+2.09940e+04,+4.16000e-13,+1.44480e-12
+2.10100e+04,+4.76000e-13,+1.44260e-12
+2.10260e+04,+5.27000e-13,+1.44041e-12
+2.10420e+04,+1.06700e-12,+1.43822e-12
+2.10580e+04,+1.02800e-12,+1.43603e-12
+2.10740e+04,+6.51000e-13,+1.43385e-12
+2.10900e+04,+6.25000e-13,+1.43168e-12
+2.11060e+04,+6.00000e-13,+1.42951e-12
+2.11220e+04,+4.25000e-13,+1.42734e-12
+2.11380e+04,+8.70000e-13,+1.42518e-12
+2.11540e+04,+5.08000e-13,+1.42303e-12
+2.11700e+04,+8.01000e-13,+1.42088e-12
+2.11860e+04,+7.36000e-13,+1.41873e-12
+2.12020e+04,+7.57000e-13,+1.41659e-12
+2.12180e+04,+5.32000e-13,+1.41446e-12
+2.12340e+04,+4.98000e-13,+1.41233e-12
+2.12500e+04,+1.22500e-12,+1.41020e-12
+2.12660e+04,+9.04000e-13,+1.40808e-12
+2.12820e+04,+6.47000e-13,+1.40596e-12
+2.12980e+04,+6.20000e-13,+1.40385e-12
+2.13140e+04,+5.48000e-13,+1.40175e-12
+2.13300e+04,+4.13000e-13,+1.39964e-12
+2.13460e+04,+6.96000e-13,+1.39755e-12
+2.13620e+04,+4.75000e-13,+1.39545e-12
+2.13780e+04,+3.05000e-13,+1.39337e-12
+2.13940e+04,+4.07000e-13,+1.39128e-12
+2.14100e+04,+5.99000e-13,+1.38920e-12
+2.14260e+04,+3.91000e-13,+1.38713e-12
+2.14420e+04,+6.61000e-13,+1.38506e-12
+2.14580e+04,+5.67000e-13,+1.38300e-12
+2.14740e+04,+5.11000e-13,+1.38094e-12
+2.14900e+04,+9.09000e-13,+1.37888e-12
+2.15060e+04,+5.41000e-13,+1.37683e-12
+2.15220e+04,+8.68000e-13,+1.37478e-12
+2.15380e+04,+4.77000e-13,+1.37274e-12
+2.15540e+04,+7.41000e-13,+1.37070e-12
+2.15700e+04,+6.01000e-13,+1.36867e-12
+2.15860e+04,+7.96000e-13,+1.36664e-12
+2.16020e+04,+6.85000e-13,+1.36462e-12
+2.16180e+04,+5.68000e-13,+1.36260e-12
+2.16340e+04,+4.41000e-13,+1.36059e-12
+2.16500e+04,+7.47000e-13,+1.35858e-12
+2.16660e+04,+7.15000e-13,+1.35657e-12
+2.16820e+04,+9.61000e-13,+1.35457e-12
+2.16980e+04,+4.48000e-13,+1.35257e-12
+2.17140e+04,+3.45000e-13,+1.35058e-12
+2.17300e+04,+7.84000e-13,+1.34859e-12
+2.17460e+04,+6.34000e-13,+1.34661e-12
+2.17620e+04,+5.67000e-13,+1.34463e-12
+2.17780e+04,+3.01000e-13,+1.34265e-12
+2.17940e+04,+3.83000e-13,+1.34068e-12
+2.18100e+04,+9.19000e-13,+1.33872e-12
+2.18260e+04,+4.54000e-13,+1.33676e-12
+2.18420e+04,+7.00000e-13,+1.33480e-12
+2.18580e+04,+4.48000e-13,+1.33284e-12
+2.18740e+04,+7.85000e-13,+1.33090e-12
+2.18900e+04,+8.11000e-13,+1.32895e-12
+2.19060e+04,+5.30000e-13,+1.32701e-12
+2.19220e+04,+5.35000e-13,+1.32507e-12
+2.19380e+04,+5.49000e-13,+1.32314e-12
+2.19540e+04,+5.25000e-13,+1.32121e-12
+2.19700e+04,+3.25000e-13,+1.31929e-12
+2.19860e+04,+6.92000e-13,+1.31737e-12
+2.20020e+04,+6.49000e-13,+1.31546e-12
+2.20180e+04,+3.71000e-13,+1.31354e-12
+2.20340e+04,+4.10000e-13,+1.31164e-12
+2.20500e+04,+6.04000e-13,+1.30973e-12
+2.20660e+04,+5.30000e-13,+1.30784e-12
+2.20820e+04,+3.66000e-13,+1.30594e-12
+2.20980e+04,+5.14000e-13,+1.30405e-12
+2.21140e+04,+4.91000e-13,+1.30216e-12
