dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00
+1.0038e+01 +9.0396e-02 +6.8323e-02 +3.1853e-02 +9.5797e-02 +3.5723e-02 +7.1163e-02 +2.9840e-02 +1.2742e-01 +1.3198e-01 +9.4770e-02 +2.1556e-02 +1.8412e-02 +3.3650e-02 +7.7672e-02 +3.4593e-02 +1.2953e-01 +6.8562e-02 +1.0346e-03 +1.9365e-01 +1.1157e-02 +3.5376e-02 +6.3667e-02 +4.5629e-02 +9.8553e-02 +3.4810e-02 +6.8062e-02 +1.3995e-01 +2.1074e-03 +3.2141e-02 +3.6268e-02 +2.4608e-02 +1.4846e-02 +4.3365e-02 +2.5361e-03 +1.7304e-02 +5.8752e-02 +6.8042e-02 +2.9567e-03 +4.5285e-02 +3.6794e-03 +1.9510e-02 +7.2112e-02 +4.1219e-02 +2.2320e-02 +2.8736e-02 +1.2301e-02 +1.6795e-01 +7.6429e-02 +1.4530e-01 +5.6953e-02 +1.9561e-02 +9.4599e-02 +5.1075e-02 +3.5700e-02 +9.4065e-03 +9.2832e-02 +1.1751e-01 +7.7492e-02 +5.4564e-02 +7.7541e-02
+1.2045e+01 +9.9358e-02 +9.3176e-02 +3.6197e-02 +1.4648e-01 +4.2586e-02 +1.0043e-01 +4.3141e-02 +1.3939e-01 +1.6514e-01 +9.4286e-02 +2.5152e-02 +3.5262e-02 +4.0397e-02 +7.2441e-02 +4.1304e-02 +1.4011e-01 +9.2987e-02 +1.0941e-02 +2.0939e-01 +2.4883e-02 +4.3496e-02 +6.4116e-02 +5.2307e-02 +1.0078e-01 +4.2462e-02 +8.8713e-02 +1.6380e-01 +1.5503e-02 +6.8141e-02 +2.0659e-02 +3.3596e-02 +3.0525e-02 +5.1538e-02 +4.9212e-03 +2.3977e-02 +5.8776e-02 +1.1724e-01 +1.5073e-02 +8.0232e-02 +8.6094e-03 +2.6304e-02 +6.0085e-02 +4.7849e-02 +1.1830e-02 +3.9581e-02 +4.5045e-02 +1.9845e-01 +7.8277e-02 +1.7768e-01 +7.3946e-02 +2.7259e-02 +9.3262e-02 +5.5436e-02 +3.8780e-02 +1.7812e-02 +8.2641e-02 +1.3985e-01 +8.5152e-02 +8.4386e-02 +9.5888e-02
+1.4053e+01 +1.0497e-01 +7.8616e-02 +4.0371e-02 +1.3524e-01 +4.8876e-02 +9.9800e-02 +4.9109e-02 +1.6860e-01 +1.4565e-01 +9.5926e-02 +2.9373e-02 +3.9823e-02 +4.7160e-02 +9.1783e-02 +4.5585e-02 +1.3886e-01 +1.0151e-01 +1.8491e-02 +2.2413e-01 +3.8831e-02 +5.2316e-02 +4.6666e-02 +6.1224e-02 +1.0843e-01 +5.1610e-02 +9.8381e-02 +1.6939e-01 +2.4010e-02 +8.1082e-02 +3.4400e-03 +4.2056e-02 +2.2755e-02 +6.0942e-02 +1.7479e-02 +3.2093e-02 +6.2949e-02 +1.3100e-01 +2.1908e-02 +1.0417e-01 +1.6230e-02 +3.2711e-02 +6.4066e-02 +5.2887e-02 +2.7995e-03 +4.7427e-02 +4.1063e-02 +2.4635e-01 +1.0652e-01 +1.7660e-01 +9.6707e-02 +3.9577e-02 +9.9918e-02 +6.3996e-02 +3.2717e-02 +2.4857e-02 +7.6880e-02 +1.7781e-01 +8.7477e-02 +1.0020e-01 +1.1171e-01
+1.6060e+01 +1.1285e-01 +7.7713e-02 +4.6840e-02 +1.7087e-01 +5.2974e-02 +1.0842e-01 +4.9519e-02 +1.7775e-01 +1.4606e-01 +5.0730e-02 +3.6689e-02 +3.7607e-02 +5.2804e-02 +1.0086e-01 +4.7898e-02 +1.3014e-01 +1.2124e-01 +3.0413e-02 +2.3043e-01 +2.8634e-02 +5.9216e-02 +4.4533e-02 +6.6098e-02 +9.5856e-02 +5.6735e-02 +1.0844e-01 +1.8854e-01 +4.3116e-02 +9.3162e-02 +2.6940e-03 +5.1868e-02 +6.2641e-03 +6.8369e-02 +2.9112e-02 +3.3147e-02 +8.3882e-02 +1.4777e-01 +1.2120e-02 +1.0921e-01 +2.7825e-02 +3.9092e-02 +5.7049e-02 +5.7502e-02 +1.8810e-03 +5.3331e-02 +4.7698e-02 +2.7104e-01 +1.1603e-01 +1.7385e-01 +6.5104e-02 +4.5575e-02 +1.1969e-01 +6.9045e-02 +5.3026e-02 +2.9737e-02 +7.7601e-02 +1.7800e-01 +8.5614e-02 +1.3166e-01 +1.0666e-01
+1.8068e+01 +1.2024e-01 +6.8754e-02 +5.4118e-02 +2.1155e-01 +5.9591e-02 +1.2442e-01 +6.0553e-02 +1.9959e-01 +1.6237e-01 +4.4966e-02 +4.3230e-02 +4.9233e-02 +5.8778e-02 +1.0479e-01 +5.5428e-02 +1.5053e-01 +1.5777e-01 +1.0925e-02 +2.5319e-01 +5.7067e-02 +6.6472e-02 +5.1095e-02 +7.4574e-02 +1.0090e-01 +6.3573e-02 +1.0809e-01 +2.1016e-01 +5.5721e-02 +1.2424e-01 +1.8696e-02 +6.0454e-02 +7.0657e-03 +7.6230e-02 +1.9427e-02 +4.1170e-02 +8.3282e-02 +1.9238e-01 +4.3345e-02 +1.1874e-01 +4.3383e-02 +4.8700e-02 +6.3136e-02 +6.6402e-02 +6.2230e-03 +6.4304e-02 +3.3817e-02 +2.8066e-01 +1.1118e-01 +1.9815e-01 +5.0859e-02 +5.6064e-02 +1.2731e-01 +7.5233e-02 +5.5356e-02 +4.1024e-02 +7.6515e-02 +2.0385e-01 +7.6152e-02 +1.5853e-01 +1.1075e-01
+2.0075e+01 +1.3638e-01 +1.1474e-01 +5.9762e-02 +2.1868e-01 +6.2855e-02 +1.2482e-01 +5.1007e-02 +2.2784e-01 +1.7871e-01 +6.0392e-02 +4.8492e-02 +7.4734e-02 +6.5894e-02 +1.0389e-01 +6.2469e-02 +1.6275e-01 +1.6345e-01 +9.0163e-03 +2.6197e-01 +6.0365e-02 +7.6084e-02 +7.2452e-02 +7.9323e-02 +1.1389e-01 +6.8492e-02 +1.0916e-01 +2.1143e-01 +4.2506e-02 +1.2974e-01 +1.1247e-02 +6.8723e-02 +2.8911e-02 +8.3292e-02 +2.5708e-02 +4.6142e-02 +9.0669e-02 +1.9512e-01 +4.1616e-02 +1.1066e-01 +4.0308e-02 +5.5834e-02 +5.5055e-02 +6.9856e-02 +1.2588e-02 +6.4973e-02 +2.7870e-02 +3.0268e-01 +1.2474e-01 +1.8924e-01 +5.2941e-02 +6.5268e-02 +1.2362e-01 +8.0948e-02 +5.3717e-02 +4.3720e-02 +9.3680e-02 +2.1093e-01 +5.4634e-02 +1.7351e-01 +9.4799e-02
+2.2082e+01 +1.4385e-01 +8.2779e-02 +6.7497e-02 +2.5452e-01 +7.1098e-02 +1.4705e-01 +5.1560e-02 +2.2460e-01 +1.9560e-01 +3.2972e-02 +5.4680e-02 +9.0331e-02 +7.2709e-02 +8.5755e-02 +7.3247e-02 +1.6689e-01 +1.7311e-01 +1.4567e-03 +2.7583e-01 +4.4113e-02 +8.5757e-02 +7.5674e-02 +8.8770e-02 +1.2523e-01 +7.8876e-02 +1.1236e-01 +2.5365e-01 +7.0410e-02 +1.5642e-01 +6.0026e-03 +7.6514e-02 +2.5483e-02 +9.0580e-02 +2.7630e-02 +5.3306e-02 +9.9723e-02 +2.2941e-01 +5.8680e-02 +1.3385e-01 +4.9735e-02 +6.6350e-02 +5.9554e-02 +7.7347e-02 +1.0015e-02 +7.3831e-02 +2.6802e-02 +3.4292e-01 +1.2521e-01 +2.0743e-01 +6.6424e-02 +7.0957e-02 +1.3365e-01 +9.3454e-02 +7.9971e-02 +5.4497e-02 +1.0617e-01 +2.4734e-01 +6.3406e-02 +1.9100e-01 +1.2407e-01
+2.4090e+01 +1.5928e-01 +1.0457e-01 +7.1260e-02 +2.4735e-01 +7.9820e-02 +1.7976e-01 +6.0257e-02 +2.2654e-01 +2.0272e-01 +6.3448e-02 +6.2167e-02 +1.0552e-01 +8.0863e-02 +1.0091e-01 +8.1226e-02 +1.6245e-01 +1.9553e-01 +7.6150e-03 +2.9730e-01 +4.4441e-02 +9.3075e-02 +6.5658e-02 +9.7080e-02 +1.2204e-01 +9.1316e-02 +1.2232e-01 +2.5953e-01 +8.6735e-02 +1.7050e-01 +1.4492e-02 +8.7811e-02 +3.4400e-02 +1.0072e-01 +3.8104e-02 +6.2111e-02 +9.1028e-02 +2.5946e-01 +7.0281e-02 +1.4260e-01 +6.0589e-02 +7.6649e-02 +5.4725e-02 +8.8534e-02 +5.7102e-03 +8.0927e-02 +4.1592e-02 +3.6810e-01 +1.4293e-01 +2.1724e-01 +8.5281e-02 +8.0888e-02 +1.4254e-01 +9.9737e-02 +7.1638e-02 +6.5718e-02 +8.0744e-02 +2.9152e-01 +7.1590e-02 +2.1602e-01 +1.3168e-01
+2.6098e+01 +1.6869e-01 +1.2703e-01 +7.6897e-02 +2.4876e-01 +8.4922e-02 +2.0227e-01 +6.6754e-02 +2.1907e-01 +2.1678e-01 +3.6421e-02 +6.7527e-02 +9.5779e-02 +8.6967e-02 +1.0013e-01 +8.7018e-02 +1.6737e-01 +2.1061e-01 +3.9866e-03 +3.0569e-01 +2.0958e-02 +1.0189e-01 +5.7234e-02 +1.0585e-01 +1.1548e-01 +9.8695e-02 +1.0971e-01 +2.7847e-01 +8.7256e-02 +1.7871e-01 +6.6176e-03 +9.6733e-02 +3.4431e-02 +1.0547e-01 +4.7239e-02 +6.6878e-02 +8.8774e-02 +2.8141e-01 +8.0054e-02 +1.5687e-01 +5.6815e-02 +8.5699e-02 +5.7536e-02 +9.6592e-02 +1.5062e-02 +8.6576e-02 +5.7853e-02 +3.9987e-01 +1.5112e-01 +2.3230e-01 +9.8414e-02 +8.9900e-02 +1.3095e-01 +1.1050e-01 +8.3760e-02 +7.4878e-02 +6.4630e-02 +3.1695e-01 +9.1594e-02 +2.2961e-01 +1.4661e-01
+2.8105e+01 +1.7491e-01 +1.6785e-01 +8.6282e-02 +2.6305e-01 +9.1292e-02 +2.4363e-01 +7.4469e-02 +2.1535e-01 +2.4565e-01 +4.9081e-02 +7.7279e-02 +1.0700e-01 +9.6878e-02 +1.2862e-01 +9.6362e-02 +1.8270e-01 +2.3873e-01 +1.3287e-02 +3.3904e-01 +4.5580e-02 +1.1244e-01 +5.9370e-02 +1.1397e-01 +1.0212e-01 +1.1358e-01 +1.0084e-01 +3.1308e-01 +8.0425e-02 +1.9847e-01 +2.1272e-02 +1.0691e-01 +2.5627e-02 +1.1707e-01 +4.0591e-02 +7.2807e-02 +9.3469e-02 +3.1413e-01 +9.0518e-02 +1.7148e-01 +7.3914e-02 +9.3087e-02 +5.8395e-02 +1.0285e-01 +2.0393e-04 +9.4529e-02 +7.4396e-02 +4.2360e-01 +1.5706e-01 +2.5894e-01 +1.1730e-01 +1.0071e-01 +1.4494e-01 +1.1832e-01 +6.7031e-02 +8.5306e-02 +5.2971e-02 +3.4338e-01 +1.0679e-01 +2.7195e-01 +1.5316e-01
+3.0112e+01 +1.7955e-01 +1.4842e-01 +9.3444e-02 +2.7136e-01 +9.5352e-02 +2.2652e-01 +7.5110e-02 +1.9946e-01 +2.4954e-01 +2.0031e-02 +8.6150e-02 +1.1164e-01 +1.0305e-01 +1.2788e-01 +9.9783e-02 +1.9008e-01 +2.5201e-01 +3.0783e-02 +3.4647e-01 +4.3208e-02 +1.2380e-01 +6.7444e-02 +1.2164e-01 +1.0135e-01 +1.1973e-01 +9.4943e-02 +3.2094e-01 +6.6995e-02 +1.9452e-01 +1.9015e-02 +1.1627e-01 +2.6112e-02 +1.2678e-01 +5.0969e-02 +7.8036e-02 +9.7985e-02 +3.1034e-01 +8.5466e-02 +1.6314e-01 +7.2804e-02 +1.0257e-01 +5.8252e-02 +1.1169e-01 +3.7825e-03 +9.7602e-02 +5.6155e-02 +4.0796e-01 +1.5570e-01 +2.6020e-01 +1.0470e-01 +1.1290e-01 +1.3508e-01 +1.2350e-01 +4.2253e-02 +8.9417e-02 +3.8285e-02 +3.5727e-01 +1.0802e-01 +2.5248e-01 +1.4020e-01
+3.2120e+01 +1.8399e-01 +1.4538e-01 +1.0170e-01 +3.0186e-01 +1.0077e-01 +2.2741e-01 +8.3704e-02 +2.4862e-01 +2.8042e-01 +1.9259e-02 +9.4922e-02 +1.2038e-01 +1.1358e-01 +1.3819e-01 +1.1016e-01 +1.9446e-01 +2.7175e-01 +4.0064e-02 +3.6642e-01 +6.3534e-02 +1.3468e-01 +8.4136e-02 +1.3092e-01 +1.1041e-01 +1.3233e-01 +1.0895e-01 +3.4419e-01 +8.6097e-02 +2.1543e-01 +5.3954e-02 +1.2047e-01 +3.4766e-02 +1.3824e-01 +5.0534e-02 +8.7389e-02 +9.6246e-02 +3.4670e-01 +1.0674e-01 +1.9201e-01 +7.2088e-02 +1.1248e-01 +6.0810e-02 +1.2197e-01 +3.5532e-03 +1.0673e-01 +6.1771e-02 +4.3300e-01 +1.5776e-01 +2.7294e-01 +1.0438e-01 +1.2180e-01 +1.4318e-01 +1.2907e-01 +5.8591e-02 +9.7394e-02 +5.9882e-02 +3.8058e-01 +1.1299e-01 +2.6660e-01 +1.4813e-01
+3.4128e+01 +1.9153e-01 +1.3739e-01 +1.1053e-01 +3.3375e-01 +1.0663e-01 +1.9285e-01 +9.4968e-02 +2.5394e-01 +2.9876e-01 +3.9173e-02 +1.0650e-01 +1.3403e-01 +1.2284e-01 +1.2730e-01 +1.1761e-01 +1.7819e-01 +2.8789e-01 +4.1284e-02 +3.8657e-01 +7.7063e-02 +1.4563e-01 +7.5726e-02 +1.3911e-01 +1.1526e-01 +1.4619e-01 +1.2177e-01 +3.5804e-01 +9.4193e-02 +2.3098e-01 +7.6232e-02 +1.3256e-01 +2.1425e-02 +1.5233e-01 +4.7090e-02 +9.9604e-02 +8.7578e-02 +3.5718e-01 +1.3761e-01 +1.9962e-01 +7.6981e-02 +1.2510e-01 +6.3359e-02 +1.3481e-01 +9.3744e-03 +1.1987e-01 +5.7020e-02 +4.4895e-01 +1.6927e-01 +2.9286e-01 +1.1958e-01 +1.3077e-01 +1.3886e-01 +1.4215e-01 +5.4985e-02 +1.0246e-01 +6.2572e-02 +4.0552e-01 +1.2395e-01 +2.7587e-01 +1.7183e-01
+3.6135e+01 +1.9916e-01 +1.3021e-01 +1.1617e-01 +3.3036e-01 +1.0866e-01 +1.8022e-01 +1.0214e-01 +2.8306e-01 +3.1629e-01 +4.2850e-02 +1.1686e-01 +1.3966e-01 +1.3097e-01 +1.3328e-01 +1.2088e-01 +1.8917e-01 +2.9182e-01 +2.4114e-02 +3.7374e-01 +6.1766e-02 +1.5517e-01 +6.8960e-02 +1.4776e-01 +1.1921e-01 +1.5317e-01 +1.2711e-01 +3.7195e-01 +1.0666e-01 +2.4119e-01 +5.5198e-02 +1.4565e-01 +3.7589e-04 +1.5840e-01 +5.3560e-02 +1.0205e-01 +1.0112e-01 +3.5849e-01 +1.3945e-01 +1.9782e-01 +5.8509e-02 +1.3211e-01 +6.9655e-02 +1.4004e-01 +2.4910e-02 +1.2473e-01 +5.3738e-02 +4.4445e-01 +1.6250e-01 +3.1423e-01 +1.2058e-01 +1.4004e-01 +1.4224e-01 +1.4797e-01 +4.6171e-02 +1.0660e-01 +7.8107e-02 +4.1219e-01 +1.0738e-01 +3.0264e-01 +1.7942e-01
+3.8142e+01 +2.1529e-01 +1.4482e-01 +1.2027e-01 +3.2852e-01 +1.1817e-01 +1.8324e-01 +1.1409e-01 +2.6568e-01 +3.2830e-01 +7.5770e-02 +1.2794e-01 +1.4244e-01 +1.3939e-01 +1.2537e-01 +1.3148e-01 +1.8656e-01 +3.1234e-01 +2.7922e-02 +4.0956e-01 +6.8029e-02 +1.6625e-01 +4.7048e-02 +1.6113e-01 +1.0287e-01 +1.6707e-01 +1.1730e-01 +4.0728e-01 +1.3896e-01 +2.7058e-01 +7.5228e-02 +1.5961e-01 +4.1891e-03 +1.7108e-01 +4.9645e-02 +1.1287e-01 +9.2638e-02 +3.8941e-01 +1.5313e-01 +2.3077e-01 +8.7088e-02 +1.4299e-01 +8.6895e-02 +1.5084e-01 +2.8968e-02 +1.3717e-01 +4.5594e-02 +4.6974e-01 +1.8892e-01 +3.2708e-01 +1.3742e-01 +1.4952e-01 +1.7046e-01 +1.5823e-01 +2.1211e-02 +1.1723e-01 +6.4852e-02 +4.5053e-01 +1.4934e-01 +3.2672e-01 +1.8868e-01
+4.0150e+01 +2.2280e-01 +1.8658e-01 +1.2510e-01 +3.1767e-01 +1.1981e-01 +1.7630e-01 +1.1928e-01 +2.6006e-01 +3.2817e-01 +5.7965e-02 +1.3903e-01 +1.4016e-01 +1.4620e-01 +1.1724e-01 +1.3758e-01 +1.8491e-01 +3.1993e-01 +4.1063e-02 +4.0671e-01 +8.0497e-02 +1.8084e-01 +6.1030e-02 +1.6751e-01 +8.6136e-02 +1.7570e-01 +9.9172e-02 +4.1904e-01 +1.4810e-01 +2.7592e-01 +6.1959e-02 +1.7611e-01 +1.7679e-02 +1.8108e-01 +3.1497e-02 +1.1802e-01 +7.7317e-02 +3.7291e-01 +1.4108e-01 +2.4476e-01 +9.5666e-02 +1.5343e-01 +8.5782e-02 +1.5620e-01 +2.8329e-02 +1.4598e-01 +4.1499e-02 +4.7506e-01 +1.8782e-01 +3.1404e-01 +1.2296e-01 +1.5573e-01 +1.6772e-01 +1.6519e-01 +8.9688e-03 +1.2293e-01 +5.9619e-02 +4.5128e-01 +1.8522e-01 +3.2979e-01 +1.6491e-01
+4.2157e+01 +2.3347e-01 +1.8964e-01 +1.2824e-01 +2.8639e-01 +1.2939e-01 +1.8093e-01 +1.2506e-01 +2.5168e-01 +3.4786e-01 +4.3797e-02 +1.5093e-01 +1.3670e-01 +1.5974e-01 +1.2018e-01 +1.4722e-01 +1.8452e-01 +3.5380e-01 +7.0433e-02 +4.4096e-01 +1.0251e-01 +1.9329e-01 +5.2832e-02 +1.8022e-01 +9.3192e-02 +1.8824e-01 +9.2085e-02 +4.5349e-01 +1.6484e-01 +3.0732e-01 +6.2901e-02 +1.8859e-01 +7.1832e-03 +1.9313e-01 +2.0535e-02 +1.3063e-01 +7.3594e-02 +3.9444e-01 +1.3785e-01 +2.7142e-01 +1.1379e-01 +1.6497e-01 +9.6889e-02 +1.6586e-01 +3.0891e-02 +1.5804e-01 +2.9832e-02 +4.9033e-01 +1.9756e-01 +3.3579e-01 +1.4472e-01 +1.6870e-01 +1.7026e-01 +1.7215e-01 +2.5029e-02 +1.3363e-01 +6.4747e-02 +4.7247e-01 +1.7553e-01 +3.5475e-01 +1.8855e-01
+4.4165e+01 +2.5186e-01 +1.9111e-01 +1.3517e-01 +3.2536e-01 +1.3616e-01 +1.8043e-01 +1.3375e-01 +2.4359e-01 +3.4190e-01 +5.1792e-02 +1.6277e-01 +1.5663e-01 +1.6876e-01 +1.2698e-01 +1.5650e-01 +1.7357e-01 +3.7574e-01 +1.0160e-01 +4.4353e-01 +1.0463e-01 +2.1352e-01 +5.1699e-02 +1.9224e-01 +9.7618e-02 +2.0550e-01 +8.4333e-02 +4.8008e-01 +1.8297e-01 +3.2748e-01 +9.1767e-02 +2.0327e-01 +2.0408e-04 +2.0502e-01 +1.8172e-03 +1.4236e-01 +6.9433e-02 +4.0577e-01 +1.7474e-01 +2.7849e-01 +1.1509e-01 +1.7366e-01 +9.9429e-02 +1.7368e-01 +3.3811e-02 +1.7169e-01 +3.1287e-02 +5.0033e-01 +2.1262e-01 +3.4616e-01 +1.5089e-01 +1.8324e-01 +1.6132e-01 +1.8288e-01 +1.1199e-02 +1.4220e-01 +5.2966e-02 +4.7563e-01 +1.7583e-01 +3.3810e-01 +2.0187e-01
+4.6173e+01 +2.6545e-01 +1.4266e-01 +1.4081e-01 +3.0471e-01 +1.4280e-01 +1.7502e-01 +1.3536e-01 +2.5008e-01 +3.3200e-01 +6.5176e-02 +1.7569e-01 +1.5399e-01 +1.7903e-01 +1.2522e-01 +1.6266e-01 +1.6817e-01 +3.9696e-01 +1.1051e-01 +4.5994e-01 +1.1504e-01 +2.2722e-01 +1.9086e-02 +2.0147e-01 +9.8094e-02 +2.1263e-01 +9.4730e-02 +4.9030e-01 +1.9140e-01 +3.5321e-01 +9.5456e-02 +2.2051e-01 +1.3664e-02 +2.1628e-01 +7.4175e-03 +1.5106e-01 +7.1773e-02 +4.2814e-01 +1.7902e-01 +2.8738e-01 +1.0136e-01 +1.8657e-01 +9.4766e-02 +1.8366e-01 +4.3910e-02 +1.8009e-01 +4.8629e-02 +5.1448e-01 +2.1685e-01 +3.6139e-01 +1.5632e-01 +1.9388e-01 +1.5621e-01 +1.9254e-01 +1.2580e-02 +1.4663e-01 +5.8368e-02 +4.8311e-01 +1.4325e-01 +3.4341e-01 +1.8426e-01
+4.8180e+01 +2.7865e-01 +1.3232e-01 +1.4778e-01 +3.2945e-01 +1.5709e-01 +1.7212e-01 +1.4595e-01 +2.3977e-01 +3.4760e-01 +5.9071e-02 +1.8770e-01 +1.5442e-01 +1.8928e-01 +1.4744e-01 +1.7248e-01 +1.7619e-01 +4.2402e-01 +1.2646e-01 +4.8343e-01 +1.3159e-01 +2.4088e-01 +1.7602e-02 +2.1409e-01 +9.0378e-02 +2.2964e-01 +9.3571e-02 +5.1294e-01 +2.1625e-01 +3.7982e-01 +1.2046e-01 +2.3641e-01 +2.8700e-02 +2.2992e-01 +1.3857e-02 +1.6309e-01 +6.5050e-02 +4.6802e-01 +2.1957e-01 +3.1365e-01 +1.2439e-01 +2.0440e-01 +1.0022e-01 +1.9633e-01 +6.5770e-02 +1.9193e-01 +4.0863e-02 +5.3834e-01 +2.3546e-01 +3.6807e-01 +1.8154e-01 +2.0888e-01 +1.5241e-01 +2.0041e-01 +7.4463e-03 +1.5787e-01 +3.6662e-02 +4.9961e-01 +1.6031e-01 +3.4378e-01 +1.9593e-01
+5.0188e+01 +2.9035e-01 +1.1606e-01 +1.5199e-01 +3.2849e-01 +1.6096e-01 +1.5813e-01 +1.4569e-01 +2.3632e-01 +3.5233e-01 +3.3592e-02 +1.9920e-01 +1.4745e-01 +1.9942e-01 +1.5894e-01 +1.7999e-01 +1.7735e-01 +4.1831e-01 +1.0146e-01 +4.7465e-01 +1.2220e-01 +2.5774e-01 +3.9707e-03 +2.2703e-01 +7.8099e-02 +2.3627e-01 +9.1612e-02 +5.0879e-01 +2.0327e-01 +3.9880e-01 +1.1866e-01 +2.5590e-01 +3.5827e-02 +2.4422e-01 +1.1104e-03 +1.6977e-01 +5.7664e-02 +4.8154e-01 +2.3320e-01 +3.1931e-01 +1.3430e-01 +2.2189e-01 +1.1103e-01 +2.1064e-01 +6.5994e-02 +2.0151e-01 +3.1840e-02 +5.4391e-01 +2.3775e-01 +3.6114e-01 +1.7268e-01 +2.2067e-01 +1.6896e-01 +2.0314e-01 +5.3041e-03 +1.6221e-01 +1.8068e-02 +5.1776e-01 +1.7775e-01 +3.4823e-01 +1.9564e-01
+5.2195e+01 +3.0046e-01 +1.0203e-01 +1.5735e-01 +3.1443e-01 +1.7214e-01 +1.7549e-01 +1.6007e-01 +2.2004e-01 +3.8057e-01 +2.5048e-02 +2.1277e-01 +1.4168e-01 +2.1364e-01 +1.6553e-01 +1.9512e-01 +1.7331e-01 +4.6005e-01 +1.1553e-01 +4.9195e-01 +1.4069e-01 +2.7821e-01 +1.9577e-02 +2.4184e-01 +6.6471e-02 +2.5391e-01 +6.8781e-02 +5.2428e-01 +2.4042e-01 +4.3545e-01 +1.3425e-01 +2.7517e-01 +4.0877e-02 +2.5858e-01 +2.1867e-02 +1.8517e-01 +6.9707e-02 +5.0386e-01 +2.6228e-01 +3.4307e-01 +1.5794e-01 +2.3715e-01 +1.1778e-01 +2.2789e-01 +6.3766e-02 +2.1795e-01 +9.7266e-03 +5.6608e-01 +2.5146e-01 +3.9083e-01 +1.7520e-01 +2.3403e-01 +1.9587e-01 +2.1462e-01 +7.4739e-03 +1.7690e-01 +8.5716e-03 +5.5158e-01 +1.9889e-01 +3.5518e-01 +2.0267e-01
+5.4202e+01 +3.1902e-01 +1.1000e-01 +1.6333e-01 +3.5023e-01 +1.8555e-01 +1.8478e-01 +1.6843e-01 +2.1518e-01 +3.8133e-01 +4.5507e-02 +2.2626e-01 +1.2840e-01 +2.2468e-01 +1.7424e-01 +2.1231e-01 +1.6460e-01 +4.8095e-01 +1.5535e-01 +5.1132e-01 +1.5544e-01 +2.9183e-01 +1.4262e-02 +2.5530e-01 +5.4585e-02 +2.7115e-01 +4.5348e-02 +5.4089e-01 +2.6264e-01 +4.3743e-01 +1.4762e-01 +2.9510e-01 +4.1082e-02 +2.7713e-01 +4.4804e-02 +2.0101e-01 +5.0635e-02 +5.2690e-01 +2.8437e-01 +3.5281e-01 +1.6128e-01 +2.5130e-01 +1.2915e-01 +2.4319e-01 +5.1181e-02 +2.3213e-01 +1.5043e-02 +5.9558e-01 +2.5526e-01 +3.9661e-01 +1.7099e-01 +2.4417e-01 +2.2324e-01 +2.2733e-01 +4.4634e-03 +1.9016e-01 +7.7624e-03 +5.7949e-01 +2.4215e-01 +3.8424e-01 +2.1283e-01
+5.6210e+01 +3.4069e-01 +1.0492e-01 +1.7240e-01 +3.5126e-01 +1.9591e-01 +2.1528e-01 +1.7141e-01 +2.2078e-01 +3.8706e-01 +5.3004e-02 +2.4198e-01 +1.2240e-01 +2.3615e-01 +1.5564e-01 +2.2204e-01 +1.5701e-01 +5.0009e-01 +1.6091e-01 +5.2253e-01 +1.6014e-01 +3.0946e-01 +2.7844e-02 +2.7096e-01 +4.9584e-02 +2.8568e-01 +3.5388e-02 +5.5656e-01 +2.7266e-01 +4.4377e-01 +1.5080e-01 +3.1386e-01 +5.8422e-02 +2.9446e-01 +5.6012e-02 +2.0968e-01 +4.9873e-02 +5.3599e-01 +3.1279e-01 +3.6782e-01 +1.4301e-01 +2.6502e-01 +1.4427e-01 +2.6041e-01 +6.6590e-02 +2.4179e-01 +5.5773e-03 +6.1511e-01 +2.6110e-01 +4.0782e-01 +1.9229e-01 +2.6218e-01 +2.2480e-01 +2.3842e-01 +2.9381e-02 +1.9789e-01 +3.9405e-02 +5.8629e-01 +2.1875e-01 +4.0450e-01 +2.1277e-01
