dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m08_050_m00 DV_z_m08_050_m00 DV_y_m08_040_m00 DV_z_m08_040_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m07_050_m00 DV_z_m07_050_m00 DV_y_m07_040_m00 DV_z_m07_040_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m06_050_m00 DV_z_m06_050_m00 DV_y_m06_040_m00 DV_z_m06_040_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m05_050_m00 DV_z_m05_050_m00 DV_y_m05_040_m00 DV_z_m05_040_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m04_050_m00 DV_z_m04_050_m00 DV_y_m04_040_m00 DV_z_m04_040_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00 DV_y_m03_050_m00 DV_z_m03_050_m00 DV_y_m03_040_m00 DV_z_m03_040_m00
+7.0262e+01 +4.1158e-01 +1.0872e-01 +2.5876e-01 +4.7246e-03 +1.8714e-01 +9.0793e-02 +1.7477e-01 +9.6663e-02 +1.6008e-01 +2.4740e-01 +1.4548e-01 +1.5775e-01 +5.9816e-02 +8.8879e-02 +4.1540e-01 +8.9583e-02 +2.1892e-01 +6.3853e-02 +2.0809e-01 +1.8718e-03 +2.1604e-01 +3.6728e-02 +1.5180e-01 +1.6390e-01 +1.3680e-01 +7.3911e-02 +9.0258e-02 +1.3888e-01 +4.6684e-01 +2.7088e-01 +2.6852e-01 +1.1424e-01 +2.1183e-01 +7.5597e-02 +2.0670e-01 +3.3523e-02 +1.8665e-01 +1.8815e-02 +1.5761e-01 +7.6481e-02 +1.3304e-01 +3.2945e-02 +4.2558e-01 +1.4586e-01 +3.0210e-01 +1.3129e-01 +2.9600e-01 +9.3499e-03 +2.2147e-01 +2.2942e-02 +1.9229e-01 +5.7757e-02 +1.6082e-01 +7.9968e-02 +1.1063e-01 +1.5066e-01 +3.7094e-01 +3.4136e-01 +3.0181e-01 +2.2075e-01 +2.8509e-01 +1.8176e-01 +2.6312e-01 +6.0135e-02 +2.0407e-01 +6.9138e-02 +1.7802e-01 +3.1087e-02 +1.5409e-01 +6.2893e-02 +4.2623e-01 +3.1096e-01 +2.8804e-01 +2.8526e-01 +2.4450e-01 +1.0928e-01 +2.5894e-01 +2.5036e-01 +2.8118e-01 +3.8718e-02 +2.2623e-01 +2.7458e-02 +1.6310e-01 +4.0949e-02
+7.2270e+01 +4.3638e-01 +1.6683e-01 +2.7087e-01 +1.2077e-03 +1.9912e-01 +1.0307e-01 +1.8346e-01 +9.3872e-02 +1.6971e-01 +2.4728e-01 +1.5616e-01 +1.6990e-01 +6.9147e-02 +9.7890e-02 +4.3170e-01 +1.1435e-01 +2.3336e-01 +3.3033e-02 +2.1716e-01 +4.4501e-03 +2.3271e-01 +2.5153e-02 +1.6559e-01 +1.5414e-01 +1.4758e-01 +6.9477e-02 +9.7441e-02 +1.3249e-01 +4.9357e-01 +3.1030e-01 +2.8400e-01 +1.2756e-01 +2.2421e-01 +7.6457e-02 +2.1870e-01 +3.4034e-02 +2.0276e-01 +2.7635e-02 +1.7327e-01 +7.8316e-02 +1.4385e-01 +2.6534e-02 +4.4243e-01 +1.8152e-01 +3.1142e-01 +1.4998e-01 +3.1433e-01 +1.8037e-02 +2.4086e-01 +1.5916e-02 +2.0648e-01 +5.6529e-02 +1.7572e-01 +7.7178e-02 +1.2301e-01 +1.4035e-01 +3.9281e-01 +3.5867e-01 +3.2136e-01 +2.3721e-01 +3.0241e-01 +2.0314e-01 +2.7790e-01 +9.6417e-02 +2.1739e-01 +6.0484e-02 +1.9368e-01 +2.6111e-02 +1.6577e-01 +6.4202e-02 +4.5338e-01 +3.1493e-01 +3.0834e-01 +3.0416e-01 +2.5477e-01 +1.1797e-01 +2.7629e-01 +2.6435e-01 +2.9254e-01 +5.0027e-02 +2.4342e-01 +4.6550e-02 +1.7760e-01 +4.5363e-02
+7.4278e+01 +4.5426e-01 +1.8707e-01 +2.7567e-01 +1.1540e-02 +2.0853e-01 +9.4276e-02 +1.9360e-01 +9.3571e-02 +1.8046e-01 +2.4078e-01 +1.7228e-01 +1.7387e-01 +7.5051e-02 +6.6861e-02 +4.6361e-01 +1.5666e-01 +2.4809e-01 +1.1999e-02 +2.2740e-01 +2.9430e-03 +2.4946e-01 +2.2553e-02 +1.8113e-01 +1.6485e-01 +1.5909e-01 +8.5600e-02 +1.0691e-01 +1.3922e-01 +5.2012e-01 +3.4023e-01 +2.9785e-01 +1.3994e-01 +2.4044e-01 +8.3353e-02 +2.3597e-01 +4.1984e-02 +2.2147e-01 +2.6438e-02 +1.8645e-01 +8.0000e-02 +1.5320e-01 +1.8391e-02 +4.6458e-01 +1.7637e-01 +3.2482e-01 +1.6649e-01 +3.2722e-01 +2.6916e-02 +2.5420e-01 +8.7664e-03 +2.2201e-01 +5.9250e-02 +1.9100e-01 +6.9653e-02 +1.3271e-01 +1.3921e-01 +4.0398e-01 +3.8163e-01 +3.3496e-01 +2.3773e-01 +3.2090e-01 +2.1498e-01 +2.9515e-01 +1.0571e-01 +2.3856e-01 +5.6787e-02 +2.1543e-01 +4.5294e-02 +1.7461e-01 +6.6321e-02 +4.7232e-01 +3.4679e-01 +3.1942e-01 +3.1461e-01 +2.7484e-01 +1.2553e-01 +2.8749e-01 +2.5291e-01 +3.0417e-01 +6.2558e-02 +2.5838e-01 +6.4179e-02 +1.9948e-01 +6.7581e-02
+7.6285e+01 +4.7132e-01 +1.8022e-01 +2.8463e-01 +2.1268e-02 +2.2143e-01 +6.2531e-02 +2.0246e-01 +8.1704e-02 +1.9359e-01 +2.2665e-01 +1.7416e-01 +1.6180e-01 +7.5860e-02 +8.2735e-02 +4.8158e-01 +1.6798e-01 +2.6043e-01 +9.2463e-03 +2.3665e-01 +7.5601e-03 +2.5893e-01 +2.1930e-02 +1.9038e-01 +1.5902e-01 +1.6353e-01 +9.1259e-02 +1.0611e-01 +1.4391e-01 +5.3925e-01 +3.6494e-01 +3.0940e-01 +1.4771e-01 +2.6198e-01 +9.6092e-02 +2.5390e-01 +4.7824e-02 +2.3328e-01 +3.0613e-03 +1.9235e-01 +5.8304e-02 +1.5395e-01 +1.9404e-02 +4.8530e-01 +2.2055e-01 +3.4574e-01 +1.6798e-01 +3.4044e-01 +3.1062e-02 +2.7236e-01 +2.5675e-02 +2.3623e-01 +7.6226e-02 +1.9513e-01 +5.7741e-02 +1.3273e-01 +1.3800e-01 +4.3268e-01 +4.2001e-01 +3.4978e-01 +2.7001e-01 +3.3728e-01 +2.1405e-01 +3.1539e-01 +1.3318e-01 +2.5415e-01 +6.6598e-02 +2.2165e-01 +1.6232e-02 +1.7347e-01 +6.5627e-02 +4.8907e-01 +3.9290e-01 +3.4549e-01 +3.1170e-01 +2.8651e-01 +1.3910e-01 +3.0091e-01 +2.4663e-01 +3.1358e-01 +9.4892e-02 +2.7327e-01 +7.4264e-02 +1.9528e-01 +5.9056e-02
+7.8292e+01 +4.9094e-01 +2.1145e-01 +2.9447e-01 +2.7810e-02 +2.3031e-01 +7.0813e-02 +2.0531e-01 +6.3437e-02 +1.9572e-01 +2.4568e-01 +1.7071e-01 +1.6493e-01 +7.6598e-02 +8.1358e-02 +5.0530e-01 +2.0370e-01 +2.7175e-01 +2.6460e-02 +2.4838e-01 +9.4387e-03 +2.6072e-01 +1.8075e-02 +1.8969e-01 +1.5691e-01 +1.6358e-01 +7.8101e-02 +1.0739e-01 +1.3499e-01 +5.5638e-01 +3.8023e-01 +3.2702e-01 +1.7176e-01 +2.7970e-01 +1.1021e-01 +2.6323e-01 +4.6943e-02 +2.3091e-01 +3.0302e-03 +1.8822e-01 +4.4394e-02 +1.5373e-01 +1.4860e-02 +5.0752e-01 +2.3968e-01 +3.6214e-01 +2.0710e-01 +3.5393e-01 +6.2639e-02 +2.7802e-01 +1.5430e-02 +2.3487e-01 +7.8386e-02 +2.0008e-01 +7.1172e-02 +1.3222e-01 +1.1955e-01 +4.5103e-01 +4.2092e-01 +3.6741e-01 +3.0707e-01 +3.5699e-01 +2.4294e-01 +3.2083e-01 +1.5099e-01 +2.5181e-01 +5.0111e-02 +2.2867e-01 +1.2293e-02 +1.7031e-01 +6.8810e-02 +5.1190e-01 +4.0900e-01 +3.5551e-01 +3.4942e-01 +2.9943e-01 +1.6033e-01 +2.9638e-01 +2.6570e-01 +3.1709e-01 +8.9545e-02 +2.7040e-01 +8.8968e-02 +1.9354e-01 +7.6283e-02
+8.0300e+01 +5.0997e-01 +1.8020e-01 +3.0462e-01 +6.2888e-02 +2.3633e-01 +9.7014e-02 +2.0755e-01 +8.9525e-02 +1.9428e-01 +2.4114e-01 +1.6949e-01 +1.3026e-01 +7.7406e-02 +1.0637e-01 +5.2481e-01 +2.3559e-01 +2.8535e-01 +4.4291e-02 +2.5472e-01 +7.9676e-03 +2.6171e-01 +1.7284e-02 +1.9240e-01 +1.6872e-01 +1.6816e-01 +7.7694e-02 +1.0950e-01 +1.4044e-01 +5.7960e-01 +3.9987e-01 +3.3579e-01 +1.6784e-01 +2.8370e-01 +1.1142e-01 +2.6527e-01 +5.5575e-02 +2.3393e-01 +5.0590e-04 +1.8770e-01 +4.1240e-02 +1.5555e-01 +2.4664e-02 +5.2911e-01 +2.8157e-01 +3.7660e-01 +2.1549e-01 +3.5148e-01 +6.2603e-02 +2.8180e-01 +2.3139e-02 +2.3684e-01 +8.5318e-02 +2.0488e-01 +5.9229e-02 +1.3280e-01 +1.3375e-01 +4.7124e-01 +4.6039e-01 +3.7751e-01 +3.1705e-01 +3.5641e-01 +2.5168e-01 +3.2269e-01 +1.4729e-01 +2.5336e-01 +3.5225e-02 +2.3213e-01 +2.1532e-03 +1.6934e-01 +6.2489e-02 +5.3879e-01 +4.5945e-01 +3.5371e-01 +3.5656e-01 +3.0385e-01 +1.4419e-01 +2.9415e-01 +2.6058e-01 +3.1847e-01 +6.0919e-02 +2.7677e-01 +9.5354e-02 +1.8125e-01 +5.9514e-02
+8.2307e+01 +5.2658e-01 +2.2197e-01 +3.1671e-01 +1.0657e-01 +2.5049e-01 +8.6757e-02 +2.2382e-01 +7.1270e-02 +2.1035e-01 +2.4087e-01 +1.7588e-01 +1.3712e-01 +8.5376e-02 +1.0438e-01 +5.5346e-01 +2.7118e-01 +3.0057e-01 +5.5250e-02 +2.6654e-01 +4.7818e-03 +2.8069e-01 +1.2454e-02 +2.0983e-01 +1.6499e-01 +1.7938e-01 +8.4692e-02 +1.1873e-01 +1.5045e-01 +6.0117e-01 +4.3678e-01 +3.5135e-01 +1.8452e-01 +3.0388e-01 +1.3855e-01 +2.8233e-01 +6.1832e-02 +2.5228e-01 +1.0907e-02 +2.0694e-01 +3.4464e-02 +1.7086e-01 +2.6373e-02 +5.4596e-01 +3.1051e-01 +3.9379e-01 +2.3311e-01 +3.6624e-01 +9.7190e-02 +2.9863e-01 +3.5276e-03 +2.5159e-01 +1.0162e-01 +2.2005e-01 +6.7599e-02 +1.4290e-01 +1.4249e-01 +4.9573e-01 +4.9485e-01 +3.9130e-01 +3.4004e-01 +3.7448e-01 +2.6034e-01 +3.4757e-01 +1.6629e-01 +2.7262e-01 +5.8399e-02 +2.5459e-01 +7.5715e-03 +1.8502e-01 +7.0296e-02 +5.5897e-01 +4.7064e-01 +3.6839e-01 +3.7015e-01 +3.2010e-01 +1.6191e-01 +3.1373e-01 +2.6846e-01 +3.3196e-01 +6.2042e-02 +2.9384e-01 +1.0119e-01 +1.9284e-01 +7.9140e-02
+8.4315e+01 +5.4268e-01 +2.8009e-01 +3.2545e-01 +1.5514e-01 +2.6040e-01 +6.5602e-02 +2.3216e-01 +9.1311e-02 +2.2413e-01 +2.7356e-01 +1.9090e-01 +1.4567e-01 +9.3785e-02 +1.1007e-01 +5.7895e-01 +3.1537e-01 +3.1492e-01 +7.5545e-02 +2.8218e-01 +1.0131e-02 +2.9583e-01 +1.3004e-02 +2.1899e-01 +1.6185e-01 +1.9098e-01 +8.2155e-02 +1.2889e-01 +1.3993e-01 +6.1819e-01 +4.6392e-01 +3.6876e-01 +1.9854e-01 +3.2236e-01 +1.5668e-01 +3.0127e-01 +7.1364e-02 +2.7072e-01 +2.0818e-02 +2.2091e-01 +4.3838e-02 +1.8276e-01 +1.9607e-02 +5.6583e-01 +3.3856e-01 +4.1600e-01 +2.5727e-01 +3.8139e-01 +1.0323e-01 +3.1632e-01 +2.0748e-02 +2.7212e-01 +1.0376e-01 +2.3776e-01 +5.8486e-02 +1.5099e-01 +1.1888e-01 +5.1532e-01 +5.2537e-01 +4.0565e-01 +3.5370e-01 +3.9112e-01 +2.7291e-01 +3.7652e-01 +1.8379e-01 +2.8943e-01 +5.9090e-02 +2.7547e-01 +3.0622e-03 +1.9707e-01 +6.1574e-02 +5.8618e-01 +4.8048e-01 +3.8288e-01 +3.7969e-01 +3.3821e-01 +1.5704e-01 +3.2734e-01 +2.6962e-01 +3.4557e-01 +5.2480e-02 +3.0883e-01 +1.0843e-01 +2.0608e-01 +1.0474e-01
+8.6323e+01 +5.6240e-01 +3.1270e-01 +3.3789e-01 +1.3004e-01 +2.7241e-01 +3.3925e-02 +2.4390e-01 +9.7723e-02 +2.4139e-01 +2.4065e-01 +1.9285e-01 +1.4298e-01 +9.3715e-02 +1.3946e-01 +6.0112e-01 +3.3925e-01 +3.3692e-01 +7.8368e-02 +2.9896e-01 +1.5116e-02 +3.1350e-01 +7.3625e-04 +2.3346e-01 +1.3919e-01 +1.9707e-01 +5.6351e-02 +1.3207e-01 +1.3949e-01 +6.4188e-01 +4.9575e-01 +3.8521e-01 +2.0716e-01 +3.4416e-01 +1.8053e-01 +3.2412e-01 +8.9747e-02 +2.8581e-01 +4.1205e-02 +2.2570e-01 +4.5082e-02 +1.8208e-01 +1.2114e-02 +5.8960e-01 +3.6787e-01 +4.3755e-01 +2.7678e-01 +4.0121e-01 +1.2385e-01 +3.3770e-01 +5.6995e-02 +2.9511e-01 +1.2001e-01 +2.4454e-01 +5.4605e-02 +1.5113e-01 +1.2193e-01 +5.3439e-01 +5.3735e-01 +4.2426e-01 +3.7798e-01 +4.1205e-01 +2.8364e-01 +3.9566e-01 +2.0202e-01 +3.0467e-01 +6.9783e-02 +2.8223e-01 +9.7373e-03 +1.9457e-01 +4.6313e-02 +6.0235e-01 +4.7396e-01 +4.0196e-01 +4.0781e-01 +3.5554e-01 +1.7624e-01 +3.4033e-01 +2.8297e-01 +3.6177e-01 +6.6754e-02 +3.0957e-01 +1.2504e-01 +2.0467e-01 +8.2578e-02
+8.8330e+01 +5.8174e-01 +3.6215e-01 +3.5312e-01 +1.6131e-01 +2.8335e-01 +3.7673e-02 +2.5080e-01 +3.7685e-02 +2.4409e-01 +2.1430e-01 +1.9424e-01 +1.4199e-01 +9.2034e-02 +1.6705e-01 +6.2476e-01 +3.7404e-01 +3.4933e-01 +9.3398e-02 +3.1054e-01 +4.1701e-02 +3.2429e-01 +2.3714e-02 +2.2575e-01 +1.1969e-01 +1.9937e-01 +4.8559e-02 +1.3411e-01 +1.4012e-01 +6.6351e-01 +5.3051e-01 +4.0705e-01 +2.1601e-01 +3.5722e-01 +2.0230e-01 +3.3323e-01 +9.9970e-02 +2.8829e-01 +3.5616e-02 +2.2324e-01 +5.1402e-02 +1.7991e-01 +7.5015e-03 +6.1139e-01 +4.1271e-01 +4.5546e-01 +3.0770e-01 +4.1971e-01 +1.5874e-01 +3.4667e-01 +7.4946e-02 +2.9703e-01 +1.1822e-01 +2.3850e-01 +5.7610e-02 +1.5360e-01 +1.2096e-01 +5.5093e-01 +5.5668e-01 +4.4332e-01 +4.0569e-01 +4.3594e-01 +2.9735e-01 +4.0386e-01 +2.2295e-01 +3.0902e-01 +8.4164e-02 +2.7804e-01 +5.0009e-03 +1.9609e-01 +6.2549e-02 +6.1856e-01 +4.8916e-01 +4.1533e-01 +4.0571e-01 +3.7553e-01 +1.8685e-01 +3.3898e-01 +2.8968e-01 +3.6056e-01 +7.3946e-02 +3.1002e-01 +1.2490e-01 +2.0808e-01 +6.8126e-02
+9.0337e+01 +6.0288e-01 +3.6882e-01 +3.5955e-01 +1.5945e-01 +2.7683e-01 +1.7598e-02 +2.5217e-01 +1.5013e-02 +2.4804e-01 +2.1194e-01 +1.9512e-01 +1.1744e-01 +9.3543e-02 +1.6652e-01 +6.4508e-01 +3.9830e-01 +3.6122e-01 +1.0316e-01 +3.1251e-01 +2.8046e-02 +3.2317e-01 +2.5904e-02 +2.2660e-01 +1.1484e-01 +2.0190e-01 +4.0748e-02 +1.3399e-01 +1.5487e-01 +6.8150e-01 +5.5494e-01 +4.1619e-01 +2.1816e-01 +3.5834e-01 +2.1568e-01 +3.3463e-01 +9.6366e-02 +2.9037e-01 +2.9776e-02 +2.2139e-01 +4.3912e-02 +1.8362e-01 +2.7161e-03 +6.3653e-01 +4.5209e-01 +4.7230e-01 +3.2455e-01 +4.1988e-01 +1.5711e-01 +3.5175e-01 +8.5346e-02 +2.9959e-01 +1.1908e-01 +2.4107e-01 +7.3719e-02 +1.5555e-01 +1.1349e-01 +5.7509e-01 +5.7420e-01 +4.4573e-01 +4.1722e-01 +4.3815e-01 +2.8880e-01 +4.0760e-01 +2.2132e-01 +3.0759e-01 +8.4253e-02 +2.8137e-01 +1.5495e-02 +2.0178e-01 +7.4666e-02 +6.3946e-01 +5.2308e-01 +4.3648e-01 +4.2783e-01 +3.7511e-01 +1.8595e-01 +3.3308e-01 +2.8321e-01 +3.7392e-01 +7.8323e-02 +3.1500e-01 +1.2053e-01 +2.1708e-01 +6.5159e-02
+9.2345e+01 +6.3403e-01 +3.7999e-01 +3.7451e-01 +1.7315e-01 +2.9038e-01 +8.8297e-03 +2.6656e-01 +1.2808e-02 +2.6068e-01 +1.9813e-01 +2.0628e-01 +1.2549e-01 +1.0447e-01 +1.5436e-01 +6.7525e-01 +4.6839e-01 +3.8660e-01 +1.2179e-01 +3.2671e-01 +3.8620e-02 +3.4109e-01 +3.3895e-02 +2.4636e-01 +1.0547e-01 +2.1466e-01 +4.6205e-02 +1.4307e-01 +1.7060e-01 +7.0430e-01 +5.7232e-01 +4.3764e-01 +2.5228e-01 +3.7351e-01 +2.3472e-01 +3.6079e-01 +1.1857e-01 +3.0496e-01 +4.1783e-02 +2.3762e-01 +3.2854e-02 +2.0073e-01 +7.4784e-03 +6.5943e-01 +4.8235e-01 +4.8940e-01 +3.3303e-01 +4.3701e-01 +1.9264e-01 +3.7647e-01 +8.1403e-02 +3.2121e-01 +1.4838e-01 +2.5606e-01 +7.9798e-02 +1.6821e-01 +1.1260e-01 +5.9723e-01 +5.8969e-01 +4.6481e-01 +4.2823e-01 +4.6202e-01 +3.2467e-01 +4.3017e-01 +2.2151e-01 +3.3270e-01 +1.0436e-01 +2.9629e-01 +2.1170e-02 +2.1365e-01 +8.0682e-02 +6.5933e-01 +5.6496e-01 +4.5130e-01 +4.3981e-01 +3.9017e-01 +1.9627e-01 +3.4788e-01 +2.8890e-01 +4.0050e-01 +7.7017e-02 +3.3572e-01 +1.1999e-01 +2.2831e-01 +6.9625e-02
+9.4352e+01 +6.6084e-01 +4.6200e-01 +3.8561e-01 +2.0572e-01 +3.0349e-01 +1.1445e-03 +2.7926e-01 +1.0775e-03 +2.7230e-01 +2.0641e-01 +2.1451e-01 +1.0257e-01 +1.1395e-01 +1.4681e-01 +6.9721e-01 +4.8674e-01 +4.0769e-01 +1.5926e-01 +3.4073e-01 +5.5316e-02 +3.6192e-01 +5.5676e-02 +2.6587e-01 +8.7117e-02 +2.3310e-01 +4.7895e-02 +1.5383e-01 +1.6705e-01 +7.3063e-01 +6.0520e-01 +4.5306e-01 +2.8041e-01 +3.8970e-01 +2.5643e-01 +3.8081e-01 +1.2469e-01 +3.2634e-01 +5.5133e-02 +2.5090e-01 +2.0498e-02 +2.1407e-01 +1.0814e-02 +6.9087e-01 +5.3124e-01 +5.1638e-01 +3.8599e-01 +4.6443e-01 +2.3245e-01 +3.9731e-01 +1.0706e-01 +3.4194e-01 +1.8066e-01 +2.7392e-01 +6.3066e-02 +1.8153e-01 +1.0408e-01 +6.1898e-01 +6.2264e-01 +4.8833e-01 +4.4567e-01 +4.8908e-01 +3.4607e-01 +4.5078e-01 +2.5600e-01 +3.4830e-01 +1.0917e-01 +3.1263e-01 +3.9951e-02 +2.2749e-01 +6.4373e-02 +6.7612e-01 +5.9844e-01 +4.7297e-01 +4.6093e-01 +4.0727e-01 +2.3572e-01 +3.7183e-01 +3.1286e-01 +4.2706e-01 +8.1649e-02 +3.5832e-01 +1.0070e-01 +2.5125e-01 +1.1540e-01
+9.6360e+01 +6.9055e-01 +5.0992e-01 +3.9861e-01 +2.1024e-01 +3.1784e-01 +2.9038e-02 +2.9848e-01 +7.1322e-03 +2.8840e-01 +1.9738e-01 +2.2145e-01 +9.8934e-02 +1.1556e-01 +1.2640e-01 +7.1921e-01 +5.0996e-01 +4.2833e-01 +1.6724e-01 +3.5575e-01 +5.7997e-02 +3.8550e-01 +7.4716e-02 +2.8324e-01 +8.0656e-02 +2.4345e-01 +3.9834e-02 +1.5329e-01 +1.7518e-01 +7.4902e-01 +6.2762e-01 +4.7385e-01 +3.0088e-01 +4.0727e-01 +2.6482e-01 +4.0216e-01 +1.5117e-01 +3.3878e-01 +6.0279e-02 +2.5655e-01 +6.0354e-03 +2.1506e-01 +1.4413e-02 +7.1368e-01 +5.7274e-01 +5.3044e-01 +3.9179e-01 +4.8809e-01 +2.5631e-01 +4.1847e-01 +1.2633e-01 +3.5845e-01 +1.9570e-01 +2.7792e-01 +4.3842e-02 +1.8162e-01 +1.0883e-01 +6.4629e-01 +6.6255e-01 +5.1363e-01 +4.5395e-01 +5.1161e-01 +3.5613e-01 +4.7022e-01 +2.7787e-01 +3.7117e-01 +1.2684e-01 +3.1441e-01 +5.1987e-02 +2.2702e-01 +6.3460e-02 +6.8707e-01 +6.5733e-01 +5.0558e-01 +4.9991e-01 +4.2630e-01 +2.4680e-01 +3.9785e-01 +3.2224e-01 +4.4669e-01 +1.0038e-01 +3.7010e-01 +1.1256e-01 +2.5254e-01 +1.3623e-01
+9.8368e+01 +7.1699e-01 +5.8434e-01 +4.2171e-01 +2.3830e-01 +3.3428e-01 +7.0438e-02 +3.0453e-01 +3.3994e-02 +2.8801e-01 +1.7257e-01 +2.2099e-01 +8.5850e-02 +1.1686e-01 +1.3742e-01 +7.4303e-01 +5.3647e-01 +4.4935e-01 +1.8777e-01 +3.6475e-01 +9.6211e-02 +3.9506e-01 +9.2627e-02 +2.9050e-01 +5.9311e-02 +2.4341e-01 +5.0888e-02 +1.5320e-01 +1.6088e-01 +7.7345e-01 +6.7059e-01 +4.9932e-01 +3.3690e-01 +4.2351e-01 +2.8784e-01 +4.0741e-01 +1.6869e-01 +3.3961e-01 +6.7777e-02 +2.5557e-01 +5.8139e-03 +2.1792e-01 +1.1161e-02 +7.4485e-01 +6.3393e-01 +5.5072e-01 +4.0991e-01 +5.1118e-01 +2.8863e-01 +4.2619e-01 +1.5032e-01 +3.5463e-01 +1.8930e-01 +2.7737e-01 +3.4741e-02 +1.8264e-01 +1.0553e-01 +6.7678e-01 +6.9461e-01 +5.3997e-01 +4.6671e-01 +5.3566e-01 +3.8331e-01 +4.7557e-01 +3.0666e-01 +3.7831e-01 +1.4001e-01 +3.0873e-01 +6.5933e-02 +2.3057e-01 +5.5101e-02 +7.0599e-01 +6.7981e-01 +5.4655e-01 +5.2775e-01 +4.4624e-01 +2.7462e-01 +4.0725e-01 +3.5364e-01 +4.3941e-01 +1.2519e-01 +3.6834e-01 +1.2828e-01 +2.4127e-01 +1.6981e-01
+1.0038e+02 +7.4511e-01 +6.2860e-01 +4.2670e-01 +2.3028e-01 +3.3073e-01 +5.5387e-02 +3.0969e-01 +1.6600e-02 +2.8855e-01 +1.9842e-01 +2.2448e-01 +9.6785e-02 +1.2155e-01 +1.4385e-01 +7.6573e-01 +5.7032e-01 +4.5448e-01 +1.9929e-01 +3.6891e-01 +9.8828e-02 +3.9699e-01 +9.1296e-02 +2.9101e-01 +6.1289e-02 +2.4305e-01 +4.1406e-02 +1.5627e-01 +1.6992e-01 +7.9858e-01 +6.8720e-01 +5.1443e-01 +3.4022e-01 +4.2231e-01 +2.9825e-01 +4.1445e-01 +1.8234e-01 +3.4398e-01 +5.8525e-02 +2.5233e-01 +5.2584e-03 +2.1637e-01 +6.9230e-03 +7.7314e-01 +6.5407e-01 +5.6170e-01 +4.2310e-01 +5.1796e-01 +2.7691e-01 +4.3286e-01 +1.6821e-01 +3.5647e-01 +1.9086e-01 +2.7686e-01 +3.6973e-02 +1.8230e-01 +8.2959e-02 +7.0566e-01 +7.2578e-01 +5.5578e-01 +4.8643e-01 +5.3456e-01 +3.6304e-01 +4.7631e-01 +2.9894e-01 +3.8404e-01 +1.2361e-01 +3.1166e-01 +5.2325e-02 +2.2802e-01 +3.6442e-02 +7.3915e-01 +6.9396e-01 +5.6709e-01 +5.2612e-01 +4.5000e-01 +2.7061e-01 +4.2387e-01 +3.8119e-01 +4.4888e-01 +1.4718e-01 +3.7638e-01 +1.1833e-01 +2.5308e-01 +1.5943e-01
