dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m08_050_m00 DV_z_m08_050_m00 DV_y_m08_040_m00 DV_z_m08_040_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m07_050_m00 DV_z_m07_050_m00 DV_y_m07_040_m00 DV_z_m07_040_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m06_050_m00 DV_z_m06_050_m00 DV_y_m06_040_m00 DV_z_m06_040_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m05_050_m00 DV_z_m05_050_m00 DV_y_m05_040_m00 DV_z_m05_040_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m04_050_m00 DV_z_m04_050_m00 DV_y_m04_040_m00 DV_z_m04_040_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00 DV_y_m03_050_m00 DV_z_m03_050_m00 DV_y_m03_040_m00 DV_z_m03_040_m00
-2.6098e+01 +4.8136e-03 +9.6254e-03 +1.5891e-02 +8.0080e-02 +4.7901e-03 +8.6106e-02 +1.3001e-03 +6.2272e-03 +5.9058e-03 +1.4292e-01 +7.5296e-03 +4.5657e-02 +2.8120e-02 +8.9823e-02 +1.9091e-02 +5.6213e-02 +7.8257e-03 +1.4412e-02 +1.7433e-02 +3.9220e-02 +6.4814e-03 +1.9462e-03 +1.4568e-02 +1.3760e-02 +4.0005e-04 +3.1445e-02 +1.4295e-04 +6.4510e-04 +2.3488e-02 +7.2095e-02 +1.0551e-02 +5.6545e-03 +6.1138e-03 +1.1013e-02 +2.0787e-03 +5.6427e-02 +3.5434e-03 +4.3091e-02 +2.8312e-03 +1.5639e-02 +1.4570e-02 +3.5111e-03 +1.0750e-02 +3.9353e-02 +7.7537e-03 +8.3715e-03 +1.0899e-02 +3.8604e-02 +3.3032e-03 +2.2433e-02 +9.3901e-06 +3.4940e-02 +5.8786e-03 +3.1938e-02 +1.4593e-02 +3.2744e-02 +2.3832e-02 +3.3546e-02 +1.4523e-02 +8.5329e-03 +1.5793e-02 +4.9763e-02 +8.5229e-03 +4.1884e-02 +4.8911e-03 +6.0407e-02 +1.3500e-02 +2.0516e-02 +1.3996e-02 +3.7949e-02 +7.0658e-02 +1.3215e-01 +2.2172e-02 +3.5306e-02 +3.9183e-02 +5.0424e-02 +3.8964e-03 +1.1024e-01 +4.6951e-04 +9.6047e-02 +1.4173e-02 +1.1323e-02 +1.1606e-03 +1.0614e-02
-2.4090e+01 +1.3298e-02 +7.5478e-03 +1.9432e-02 +7.6823e-02 +8.8057e-03 +8.8466e-02 +2.0617e-03 +2.0104e-02 +5.4772e-03 +1.2779e-01 +8.1316e-03 +1.6734e-02 +3.0103e-02 +1.2567e-01 +1.8067e-02 +2.7810e-02 +3.2929e-03 +2.6992e-02 +1.7127e-02 +4.0985e-02 +5.3055e-03 +1.0466e-03 +1.6042e-02 +8.0947e-03 +1.5791e-03 +6.1702e-02 +9.2033e-04 +8.0495e-03 +2.7066e-02 +7.1671e-02 +1.5224e-02 +1.7472e-03 +5.8404e-03 +1.6006e-02 +5.2684e-03 +5.2112e-02 +3.8288e-03 +4.3962e-02 +3.7242e-03 +2.9959e-02 +1.4458e-02 +4.7319e-03 +7.3962e-03 +3.1120e-02 +8.0304e-03 +4.7854e-03 +1.2591e-02 +3.0423e-02 +3.4786e-03 +3.2786e-02 +1.3037e-03 +3.5586e-02 +6.3205e-03 +8.2670e-03 +1.5440e-02 +2.5442e-02 +2.4611e-02 +1.2287e-02 +1.0823e-02 +2.1545e-02 +2.0504e-02 +4.7534e-02 +5.4132e-03 +4.3139e-02 +1.4526e-03 +7.2609e-02 +1.4436e-02 +2.9211e-02 +1.7596e-02 +3.5785e-02 +7.6529e-02 +1.4802e-01 +2.3414e-02 +3.4826e-02 +3.5623e-02 +5.8350e-02 +3.4450e-03 +1.1827e-01 +3.3546e-03 +9.9850e-02 +1.9209e-02 +5.1471e-04 +2.9624e-03 +1.5859e-02
-2.2082e+01 +1.9309e-02 +2.3582e-02 +1.5971e-02 +6.0796e-02 +1.1683e-02 +9.8746e-02 +1.4979e-03 +2.3136e-04 +4.9822e-03 +1.1602e-01 +1.0894e-02 +9.6326e-03 +2.9292e-02 +1.3103e-01 +8.9666e-03 +3.9348e-02 +4.1305e-03 +3.3977e-02 +1.7656e-02 +4.6889e-02 +4.6715e-03 +8.0496e-03 +1.8309e-02 +2.9444e-02 +2.0579e-03 +6.2159e-02 +2.7391e-03 +1.3217e-02 +2.6398e-02 +7.3523e-02 +1.3701e-02 +1.3905e-02 +5.0997e-03 +2.0877e-02 +2.7492e-03 +5.2944e-02 +5.9305e-03 +5.4274e-02 +1.8750e-03 +1.5264e-02 +1.4123e-02 +1.3415e-02 +8.1916e-03 +1.0271e-02 +9.9582e-03 +9.2884e-03 +1.3250e-02 +3.9314e-02 +2.3260e-03 +4.1495e-02 +1.5444e-03 +3.9487e-02 +7.2975e-03 +5.9869e-03 +1.4902e-02 +3.3527e-02 +2.4920e-02 +3.4064e-02 +8.4820e-03 +1.9517e-02 +2.3935e-02 +5.7813e-02 +6.0620e-03 +3.7587e-02 +4.6074e-03 +8.9236e-02 +1.4563e-02 +1.1075e-02 +1.6296e-02 +3.6192e-02 +7.7278e-02 +1.5770e-01 +2.5987e-02 +5.9089e-02 +3.9721e-02 +8.8655e-02 +4.9716e-03 +1.0820e-01 +2.6316e-03 +9.7244e-02 +1.5510e-02 +1.3081e-02 +8.5589e-03 +8.8597e-03
-2.0075e+01 +1.9645e-02 +4.6672e-03 +1.9004e-02 +4.6438e-02 +8.9560e-03 +8.6241e-02 +3.0091e-03 +1.1985e-04 +4.1482e-03 +1.1086e-01 +1.1721e-02 +2.5295e-02 +2.9657e-02 +1.1640e-01 +3.4762e-03 +2.1039e-02 +7.3608e-03 +1.6866e-02 +2.0022e-02 +4.0638e-02 +4.4376e-03 +2.0312e-02 +1.8051e-02 +4.0124e-02 +3.1374e-03 +5.1977e-02 +4.2748e-03 +1.6654e-02 +2.6298e-02 +6.9303e-02 +1.4054e-02 +2.3673e-02 +7.2429e-03 +2.7002e-02 +3.8134e-03 +5.1487e-02 +5.3268e-03 +6.0776e-02 +6.8461e-04 +4.2009e-03 +1.6570e-02 +1.3015e-02 +2.6612e-03 +8.9396e-03 +5.2270e-03 +1.3299e-02 +1.2641e-02 +3.5126e-02 +2.2471e-03 +4.7697e-02 +3.8167e-03 +4.9251e-02 +5.6582e-03 +6.6136e-03 +1.3443e-02 +3.2538e-02 +1.4057e-02 +4.1704e-02 +5.7934e-03 +8.6352e-05 +2.5738e-02 +6.3947e-02 +1.4737e-03 +3.4471e-02 +6.9810e-03 +1.0012e-01 +1.7971e-02 +1.8719e-02 +1.7631e-02 +2.2089e-02 +7.8813e-02 +1.1027e-01 +2.6724e-02 +4.7759e-02 +4.4573e-02 +7.5567e-02 +1.2344e-02 +1.2484e-01 +1.3218e-03 +8.9440e-02 +1.5263e-02 +4.3457e-03 +2.0082e-02 +2.4809e-02
-1.8068e+01 +1.2758e-02 +2.3775e-02 +1.7293e-02 +5.1299e-02 +1.3297e-02 +9.2402e-02 +3.5766e-03 +3.5990e-03 +2.3173e-03 +1.1935e-01 +1.1571e-02 +2.2286e-02 +2.9983e-02 +1.0075e-01 +4.8646e-03 +1.2903e-02 +9.9569e-03 +1.7875e-02 +1.9403e-02 +3.5533e-02 +4.0507e-03 +6.1663e-03 +1.8447e-02 +5.0866e-02 +3.2641e-03 +3.8102e-02 +4.8309e-03 +1.8001e-02 +2.3333e-02 +8.2925e-02 +1.3531e-02 +2.4477e-02 +5.7714e-03 +3.5339e-02 +3.3179e-03 +5.4106e-02 +5.2568e-03 +6.1633e-02 +5.1604e-04 +6.8481e-03 +1.7514e-02 +1.0228e-02 +2.6652e-03 +1.2631e-02 +1.0152e-03 +1.7898e-02 +1.4039e-02 +1.5159e-02 +2.5970e-03 +4.7395e-02 +5.8505e-03 +4.4541e-02 +7.0381e-03 +4.6464e-03 +1.1810e-02 +3.0567e-02 +1.4621e-02 +4.8600e-02 +3.9304e-03 +1.1251e-02 +2.2192e-02 +5.6965e-02 +3.4337e-03 +1.4931e-02 +4.0839e-03 +1.0713e-01 +1.6975e-02 +2.4022e-03 +1.8305e-02 +1.1279e-02 +8.4487e-02 +8.6496e-02 +3.0027e-02 +4.9856e-02 +4.9185e-02 +7.3462e-02 +1.0765e-02 +8.6848e-02 +5.8134e-03 +1.0035e-01 +1.6851e-02 +1.4579e-02 +2.3260e-02 +7.1555e-02
-1.6060e+01 +1.3159e-02 +3.0884e-02 +1.7200e-02 +4.7199e-02 +2.0116e-02 +6.5076e-02 +5.0726e-03 +2.0716e-02 +3.4722e-04 +1.3606e-01 +1.2548e-02 +1.6234e-02 +2.8310e-02 +1.2220e-01 +5.0283e-03 +5.8904e-03 +1.1932e-02 +1.8897e-02 +2.1291e-02 +3.2548e-02 +4.4867e-03 +7.4145e-03 +1.7418e-02 +5.7503e-02 +3.5873e-03 +3.4865e-02 +2.2747e-03 +1.1524e-03 +2.4726e-02 +8.4145e-02 +1.2332e-02 +1.8358e-02 +6.1414e-03 +1.9964e-02 +3.3249e-03 +5.4212e-02 +5.4092e-03 +5.4485e-02 +5.0218e-04 +3.5633e-03 +1.9259e-02 +4.3483e-03 +2.7269e-03 +2.9633e-02 +7.9659e-04 +2.0360e-02 +1.3799e-02 +1.3978e-02 +2.5076e-03 +4.1610e-02 +5.7937e-03 +6.1916e-02 +9.4030e-03 +3.2490e-03 +1.4125e-02 +3.1135e-02 +1.2728e-02 +5.2745e-02 +2.2079e-03 +5.1518e-03 +2.8008e-02 +6.8643e-02 +6.0824e-03 +1.8066e-02 +8.3128e-03 +1.0519e-01 +1.6750e-02 +5.8172e-04 +1.5910e-02 +2.3648e-02 +8.7044e-02 +1.0425e-01 +3.0780e-02 +5.8899e-02 +4.5009e-02 +7.3907e-02 +2.5689e-03 +8.7677e-02 +8.5034e-03 +1.1051e-01 +1.3716e-02 +1.8185e-03 +2.0165e-02 +7.2607e-02
-1.4053e+01 +1.2880e-02 +4.6264e-02 +1.7804e-02 +5.6582e-02 +1.8258e-02 +8.1920e-02 +8.6319e-03 +4.0181e-02 +2.3899e-03 +1.3190e-01 +1.2620e-02 +1.0272e-02 +2.7385e-02 +1.1341e-01 +5.5917e-03 +2.1334e-02 +1.2023e-02 +2.0597e-02 +2.5239e-02 +2.4928e-02 +5.9528e-03 +3.2836e-02 +1.4578e-02 +7.3413e-02 +2.3940e-03 +2.6060e-02 +1.9523e-03 +1.4934e-02 +2.6959e-02 +7.3387e-02 +1.3078e-02 +1.2183e-02 +6.9779e-03 +2.5497e-02 +3.6643e-03 +6.0192e-02 +5.7706e-03 +5.3276e-02 +1.0139e-03 +1.0851e-02 +1.9161e-02 +1.6104e-03 +3.8683e-03 +1.3948e-02 +2.6240e-03 +3.6913e-02 +1.5886e-02 +2.0673e-02 +1.2117e-03 +5.5961e-02 +8.6201e-03 +6.7493e-02 +1.1142e-02 +8.4402e-03 +1.5848e-02 +4.5200e-02 +5.6551e-03 +7.0807e-02 +6.9099e-03 +3.4457e-03 +3.2506e-02 +6.9735e-02 +8.8710e-03 +1.7247e-02 +1.2743e-02 +9.1841e-02 +1.8085e-02 +8.2840e-03 +1.6720e-02 +2.8429e-02 +7.6673e-02 +1.1222e-01 +2.9723e-02 +5.7823e-02 +4.2564e-02 +8.3140e-02 +4.7980e-03 +1.0658e-01 +6.2504e-03 +1.2279e-01 +1.2741e-02 +1.9761e-02 +1.8208e-02 +6.1530e-02
-1.2045e+01 +1.4436e-02 +5.9446e-02 +1.4964e-02 +6.0601e-02 +1.6028e-02 +8.2763e-02 +6.9628e-03 +2.5732e-02 +2.1169e-03 +1.5593e-01 +1.5126e-02 +5.7435e-03 +2.8276e-02 +1.0562e-01 +7.8663e-03 +2.3503e-02 +1.1374e-02 +1.9529e-02 +2.4356e-02 +3.2281e-02 +5.1004e-03 +2.1662e-02 +1.4147e-02 +8.4151e-02 +2.8190e-03 +1.8338e-02 +1.1985e-03 +1.8326e-02 +2.5455e-02 +7.8996e-02 +1.1845e-02 +2.6121e-04 +7.0233e-03 +2.0642e-02 +2.4175e-03 +5.6694e-02 +4.4799e-03 +4.3385e-02 +1.8662e-03 +1.2843e-02 +1.9213e-02 +1.4404e-03 +3.2221e-03 +2.1890e-02 +2.3788e-03 +3.9491e-02 +1.7697e-02 +3.8565e-02 +2.7384e-03 +3.4505e-02 +7.7766e-03 +6.4180e-02 +1.2089e-02 +7.7380e-04 +1.5134e-02 +4.2334e-02 +3.1108e-03 +8.4496e-02 +8.4897e-03 +1.7010e-02 +3.6234e-02 +6.9321e-02 +6.9787e-03 +3.3833e-02 +1.4332e-02 +8.5524e-02 +1.6115e-02 +1.4976e-02 +1.6321e-02 +3.1728e-02 +7.6794e-02 +1.0230e-01 +2.4497e-02 +6.6506e-02 +4.1019e-02 +7.2964e-02 +4.1594e-03 +1.2120e-01 +1.1517e-02 +1.0486e-01 +1.1145e-02 +2.1178e-02 +1.8083e-02 +5.1104e-02
-1.0038e+01 +1.1000e-02 +3.8374e-02 +1.3803e-02 +6.0355e-02 +9.7245e-03 +9.3140e-02 +5.3770e-03 +4.5729e-02 +2.5974e-04 +1.7386e-01 +1.5086e-02 +1.1522e-02 +2.6619e-02 +1.1400e-01 +1.1024e-02 +1.2528e-02 +1.2352e-02 +2.3994e-02 +2.3434e-02 +3.2243e-02 +6.9240e-03 +2.5333e-02 +1.3765e-02 +7.7178e-02 +3.7901e-03 +1.2421e-02 +1.2582e-03 +2.5422e-03 +2.5156e-02 +8.9146e-02 +1.5311e-02 +9.7984e-03 +7.5460e-03 +1.7510e-02 +2.1991e-03 +5.6451e-02 +4.1671e-03 +4.1600e-02 +1.0174e-03 +1.0958e-03 +2.0105e-02 +5.7219e-03 +5.5975e-03 +2.9215e-02 +2.7717e-03 +2.9961e-02 +1.7963e-02 +3.0499e-02 +1.1675e-04 +3.9999e-02 +5.9099e-03 +6.2906e-02 +1.1385e-02 +4.1199e-03 +1.3215e-02 +3.9000e-02 +2.7716e-03 +1.1344e-01 +8.1852e-03 +9.8000e-03 +3.6645e-02 +7.8754e-02 +7.3476e-03 +4.0987e-02 +1.6299e-02 +7.9602e-02 +1.8427e-02 +1.7850e-02 +1.6732e-02 +2.8089e-02 +6.7002e-02 +9.1179e-02 +2.3778e-02 +7.6567e-02 +4.5421e-02 +9.5746e-02 +6.9814e-04 +1.4081e-01 +1.4430e-02 +1.3024e-01 +7.9481e-03 +7.4201e-03 +7.2938e-03 +2.8715e-02
-8.0300e+00 +8.9072e-03 +5.2200e-02 +1.4449e-02 +5.8777e-02 +6.3525e-03 +9.7750e-02 +6.5914e-03 +2.5354e-02 +1.0943e-03 +1.5674e-01 +1.3263e-02 +2.0989e-03 +2.6473e-02 +1.0037e-01 +1.3291e-02 +5.3028e-03 +7.8837e-03 +1.1517e-02 +2.7502e-02 +4.5891e-02 +6.1268e-03 +3.1313e-02 +1.2547e-02 +8.2087e-02 +4.9080e-03 +1.9709e-02 +8.6780e-05 +1.4522e-02 +2.7156e-02 +8.9034e-02 +1.6812e-02 +1.5384e-02 +7.9094e-03 +1.3155e-02 +2.9777e-03 +4.2331e-02 +4.3027e-03 +4.0484e-02 +8.1555e-04 +2.5892e-03 +2.0073e-02 +8.9764e-03 +2.4771e-03 +3.0281e-02 +1.6224e-03 +2.3195e-02 +1.7283e-02 +3.2470e-02 +1.4296e-03 +2.7338e-02 +3.8798e-03 +6.8510e-02 +9.8134e-03 +1.3559e-02 +1.4035e-02 +2.7759e-02 +2.0724e-03 +1.0543e-01 +9.9744e-03 +1.3064e-02 +4.0168e-02 +9.5028e-02 +6.6515e-03 +1.9463e-02 +1.6110e-02 +7.1610e-02 +2.1057e-02 +2.5567e-02 +1.5472e-02 +2.6790e-02 +6.0597e-02 +1.2349e-01 +1.2944e-02 +8.0204e-02 +3.7295e-02 +8.0613e-02 +3.8660e-03 +1.5938e-01 +1.1111e-02 +1.0225e-01 +9.9072e-03 +3.3757e-03 +5.7015e-04 +3.4137e-02
-6.0225e+00 +6.5011e-03 +5.7295e-02 +1.3603e-02 +9.8865e-02 +8.5251e-03 +7.5800e-02 +5.3475e-03 +1.5861e-02 +6.9718e-04 +1.5448e-01 +1.2140e-02 +1.5688e-02 +2.7777e-02 +1.0239e-01 +1.2464e-02 +5.9824e-03 +6.5317e-03 +1.2294e-02 +2.6772e-02 +6.8725e-02 +6.1676e-03 +2.5012e-02 +1.1280e-02 +8.6830e-02 +3.6210e-03 +2.3222e-02 +1.5778e-03 +1.8972e-02 +2.6506e-02 +9.2957e-02 +1.8076e-02 +6.1934e-03 +9.0518e-03 +6.7391e-03 +2.3735e-03 +3.9559e-02 +4.7946e-03 +4.6854e-02 +7.5095e-04 +3.7848e-03 +1.8163e-02 +2.6243e-02 +8.5665e-04 +4.0354e-02 +2.6275e-03 +3.0304e-02 +1.8148e-02 +3.8138e-02 +3.1293e-04 +3.4690e-02 +4.3238e-03 +6.8093e-02 +1.0286e-02 +1.5519e-02 +1.3605e-02 +3.8008e-02 +8.5575e-03 +1.1118e-01 +1.3262e-02 +7.7991e-04 +3.6911e-02 +1.0408e-01 +4.3469e-03 +1.0358e-02 +1.5735e-02 +7.0805e-02 +2.2180e-02 +1.8035e-02 +1.7948e-02 +2.2943e-02 +5.8515e-02 +1.1845e-01 +1.9351e-02 +9.4352e-02 +3.3782e-02 +7.9695e-02 +1.8346e-03 +1.5701e-01 +1.6435e-02 +8.6160e-02 +6.7023e-03 +5.8203e-03 +2.0184e-03 +1.2497e-02
-4.0150e+00 +7.5136e-03 +7.3320e-02 +1.6855e-02 +9.1915e-02 +9.0231e-03 +7.8338e-02 +2.4748e-03 +4.7807e-02 +1.1939e-03 +1.2640e-01 +1.1076e-02 +8.0759e-03 +2.8505e-02 +1.2078e-01 +1.5073e-02 +1.4060e-02 +1.0965e-02 +1.5773e-02 +2.7345e-02 +7.1350e-02 +3.0898e-03 +2.6732e-02 +1.1180e-02 +8.2298e-02 +3.7536e-03 +1.7895e-02 +2.8171e-03 +1.6177e-02 +2.5742e-02 +8.1117e-02 +1.9228e-02 +6.0116e-03 +7.8581e-03 +6.0313e-04 +2.3816e-04 +4.0502e-02 +5.2284e-03 +5.1738e-02 +1.1411e-03 +3.5164e-03 +1.7989e-02 +2.2782e-02 +6.0078e-03 +3.9044e-02 +1.7504e-03 +4.0262e-02 +1.9688e-02 +3.5677e-02 +6.0353e-04 +3.8595e-02 +2.4360e-03 +7.9720e-02 +8.2437e-03 +1.8896e-03 +1.4547e-02 +5.5311e-02 +7.1082e-03 +1.0894e-01 +1.1776e-02 +6.8996e-03 +3.5514e-02 +1.0890e-01 +2.7351e-03 +4.7722e-04 +1.4524e-02 +6.7920e-02 +2.2980e-02 +1.8504e-02 +1.9273e-02 +4.8009e-03 +4.8855e-02 +8.3181e-02 +1.1088e-02 +1.1209e-01 +3.3699e-02 +6.5982e-02 +1.8099e-03 +1.5125e-01 +1.8614e-02 +8.0347e-02 +7.8385e-04 +8.2639e-03 +7.0175e-03 +9.2094e-03
-2.0075e+00 +4.2425e-03 +5.3218e-02 +1.8333e-02 +9.1252e-02 +6.6021e-03 +6.1673e-02 +2.2580e-03 +4.7857e-02 +3.6683e-03 +1.2890e-01 +1.0281e-02 +1.7557e-02 +2.9278e-02 +1.1021e-01 +1.8146e-02 +7.7562e-03 +1.6400e-02 +7.8978e-03 +2.5448e-02 +6.5580e-02 +1.1225e-03 +2.4831e-02 +9.9086e-03 +7.8796e-02 +3.5798e-03 +2.8429e-02 +6.6295e-04 +9.7942e-03 +2.1985e-02 +6.5599e-02 +1.6711e-02 +3.0442e-03 +6.2375e-03 +6.9594e-03 +3.2795e-03 +4.6841e-02 +6.0995e-03 +4.3195e-02 +2.1841e-03 +2.6937e-03 +1.7871e-02 +2.4890e-02 +1.2970e-02 +3.7930e-02 +6.3471e-03 +4.4212e-02 +1.9401e-02 +3.7341e-02 +1.2528e-03 +4.0752e-02 +1.6862e-03 +8.0011e-02 +6.9480e-03 +2.1793e-02 +1.5773e-02 +5.1000e-02 +6.3617e-03 +8.5279e-02 +1.4818e-02 +5.3690e-03 +3.0992e-02 +9.8859e-02 +6.3492e-03 +8.6129e-03 +1.3772e-02 +6.4514e-02 +1.9734e-02 +2.4910e-02 +1.7633e-02 +7.9040e-03 +4.7075e-02 +7.0908e-02 +1.1242e-02 +1.0470e-01 +3.1251e-02 +5.2226e-02 +1.1095e-03 +1.5821e-01 +2.2764e-02 +8.1300e-02 +2.6779e-03 +4.4452e-03 +3.3233e-03 +1.6217e-02
+0.0000e+00 +2.8967e-03 +1.3067e-02 +2.1100e-02 +9.8168e-02 +9.8891e-03 +5.7494e-02 +1.7684e-03 +3.9781e-03 +3.3856e-03 +1.4985e-01 +7.6682e-03 +2.4369e-02 +2.9465e-02 +1.0996e-01 +2.0596e-02 +5.4797e-03 +1.5915e-02 +1.6692e-02 +2.4969e-02 +6.9266e-02 +2.2582e-03 +2.0789e-02 +1.1033e-02 +8.1777e-02 +4.6595e-03 +3.4462e-02 +5.3101e-04 +4.4944e-03 +2.3128e-02 +5.5223e-02 +2.0039e-02 +8.5465e-03 +6.6323e-03 +1.8306e-03 +3.8851e-03 +5.3250e-02 +3.8011e-03 +3.9020e-02 +3.2981e-03 +2.7955e-03 +1.7547e-02 +1.9009e-02 +1.1261e-02 +3.7475e-02 +6.7014e-03 +4.5275e-02 +1.9159e-02 +3.6622e-02 +6.4040e-04 +5.2886e-02 +9.1679e-04 +7.6680e-02 +2.6884e-03 +1.8435e-02 +1.4343e-02 +5.8377e-02 +4.0908e-03 +1.0936e-01 +9.7030e-03 +2.0650e-03 +2.7351e-02 +1.0629e-01 +1.2231e-02 +3.0131e-03 +8.4280e-03 +6.2868e-02 +2.0245e-02 +2.7090e-02 +1.4229e-02 +3.4166e-03 +4.0212e-02 +9.0387e-02 +1.7479e-02 +8.9879e-02 +3.3097e-02 +5.1117e-02 +4.7923e-03 +1.5493e-01 +2.3841e-02 +9.3277e-02 +4.1510e-03 +1.1513e-02 +4.6146e-03 +3.7907e-02
+2.0075e+00 +2.2027e-04 +1.6686e-02 +2.5662e-02 +7.1113e-02 +5.4141e-03 +7.3456e-02 +2.2044e-03 +5.3891e-03 +8.0940e-05 +1.5396e-01 +1.1333e-02 +4.7423e-03 +2.4999e-02 +9.1538e-02 +2.9895e-02 +2.6784e-02 +1.0803e-02 +4.4440e-02 +2.7431e-02 +8.4595e-02 +4.5973e-03 +1.3313e-02 +4.9620e-03 +8.6535e-02 +7.2540e-04 +1.7995e-02 +7.9709e-03 +2.9250e-02 +2.9426e-02 +3.9116e-02 +2.2019e-02 +6.3879e-03 +3.6853e-03 +8.5445e-03 +1.5709e-03 +2.9182e-02 +2.8050e-04 +2.6065e-02 +6.1634e-03 +1.6614e-02 +2.2201e-02 +1.7638e-02 +1.7858e-02 +4.6857e-02 +1.3659e-02 +5.0782e-02 +2.2013e-02 +3.1199e-02 +3.8822e-03 +4.5350e-02 +6.6252e-03 +6.9534e-02 +3.7291e-03 +3.3223e-02 +2.0254e-02 +9.7553e-02 +1.6276e-02 +1.1787e-01 +1.5451e-02 +1.3454e-02 +2.3706e-02 +9.7111e-02 +2.2019e-02 +1.5768e-02 +2.1338e-03 +6.8362e-02 +1.0953e-02 +9.1220e-03 +5.6399e-03 +7.9884e-03 +3.9790e-02 +8.3589e-02 +1.3658e-02 +1.0533e-01 +2.7822e-02 +6.8599e-02 +5.3063e-03 +1.5287e-01 +3.3213e-02 +8.6371e-02 +1.5557e-02 +2.6907e-02 +1.6361e-02 +4.5486e-02
+4.0150e+00 +1.3318e-02 +1.8833e-02 +3.5040e-02 +7.7515e-02 +3.5357e-03 +7.9319e-02 +8.6835e-03 +2.9210e-02 +2.8088e-03 +1.9229e-01 +1.6296e-02 +9.7721e-03 +1.8481e-02 +7.8361e-02 +3.7367e-02 +3.2263e-02 +4.3721e-03 +5.3302e-02 +3.1979e-02 +8.5839e-02 +1.1257e-02 +7.5248e-03 +2.0780e-03 +1.0331e-01 +6.0718e-03 +8.1071e-03 +1.5939e-02 +3.1759e-02 +3.5462e-02 +4.3269e-02 +2.9241e-02 +4.4343e-03 +2.0723e-04 +1.5403e-02 +4.4893e-03 +3.3546e-02 +5.5998e-03 +2.3195e-02 +1.2298e-02 +3.4195e-02 +2.7214e-02 +1.3485e-02 +2.2390e-02 +6.5025e-02 +2.0647e-02 +4.4027e-02 +3.0128e-02 +3.9922e-02 +1.2527e-02 +5.4002e-02 +1.3087e-02 +5.2278e-02 +9.5964e-03 +1.9972e-02 +2.6535e-02 +9.8514e-02 +2.4611e-02 +1.1809e-01 +1.6346e-02 +1.3192e-02 +1.8994e-02 +1.0258e-01 +2.6109e-02 +5.0445e-03 +1.1752e-02 +5.4400e-02 +9.3493e-04 +8.2986e-03 +3.0357e-03 +8.1095e-03 +4.5320e-02 +8.7704e-02 +2.8159e-03 +1.0353e-01 +2.1802e-02 +5.6662e-02 +6.0312e-03 +1.6269e-01 +4.1111e-02 +5.8129e-02 +2.4130e-02 +1.2458e-02 +1.8538e-02 +2.8108e-02
