timestamp,temperature
2021-04-27 15:48:32,+2.5580e+01
2021-04-27 15:49:02,+2.5680e+01
2021-04-27 15:49:32,+2.5510e+01
2021-04-27 15:50:02,+2.5580e+01
2021-04-27 15:50:32,+2.5610e+01
2021-04-27 15:51:02,+2.5600e+01
2021-04-27 15:51:32,+2.5670e+01
2021-04-27 15:52:02,+2.5670e+01
2021-04-27 15:52:32,+2.5540e+01
2021-04-27 15:53:02,+2.5640e+01
2021-04-27 15:53:32,+2.5750e+01
2021-04-27 15:54:02,+2.5520e+01
2021-04-27 15:54:32,+2.5470e+01
2021-04-27 15:55:02,+2.5540e+01
2021-04-27 15:55:32,+2.5490e+01
2021-04-27 15:56:02,+2.5540e+01
2021-04-27 15:56:32,+2.5480e+01
2021-04-27 15:57:02,+2.5640e+01
2021-04-27 15:57:32,+2.5620e+01
2021-04-27 15:58:01,+2.5600e+01
2021-04-27 15:58:31,+2.5650e+01
2021-04-27 15:59:01,+2.5610e+01
2021-04-27 15:59:31,+2.5650e+01
2021-04-27 16:00:01,+2.5520e+01
2021-04-27 16:00:31,+2.5570e+01
2021-04-27 16:01:01,+2.5720e+01
2021-04-27 16:01:31,+2.5640e+01
2021-04-27 16:02:01,+2.5600e+01
2021-04-27 16:02:31,+2.5600e+01
2021-04-27 16:03:01,+2.5710e+01
2021-04-27 16:03:31,+2.5640e+01
2021-04-27 16:04:01,+2.5720e+01
2021-04-27 16:04:31,+2.5720e+01
2021-04-27 16:05:01,+2.5640e+01
2021-04-27 16:05:31,+2.5670e+01
2021-04-27 16:06:01,+2.5650e+01
2021-04-27 16:06:31,+2.5600e+01
2021-04-27 16:07:01,+2.5490e+01
2021-04-27 16:07:31,+2.5580e+01
2021-04-27 16:08:01,+2.5520e+01
2021-04-27 16:08:31,+2.5480e+01
2021-04-27 16:09:00,+2.5610e+01
2021-04-27 16:09:30,+2.5680e+01
2021-04-27 16:10:00,+2.5670e+01
2021-04-27 16:10:30,+2.5710e+01
2021-04-27 16:11:00,+2.5710e+01
2021-04-27 16:11:30,+2.5740e+01
2021-04-27 16:12:00,+2.5470e+01
2021-04-27 16:12:30,+2.5610e+01
2021-04-27 16:13:00,+2.5640e+01
2021-04-27 16:13:30,+2.5650e+01
2021-04-27 16:14:00,+2.5510e+01
2021-04-27 16:14:30,+2.5600e+01
2021-04-27 16:15:00,+2.5560e+01
2021-04-27 16:15:30,+2.5640e+01
2021-04-27 16:16:00,+2.5640e+01
2021-04-27 16:16:30,+2.5690e+01
2021-04-27 16:17:00,+2.5710e+01
2021-04-27 16:17:30,+2.5610e+01
2021-04-27 16:18:00,+2.5680e+01
2021-04-27 16:18:30,+2.5650e+01
2021-04-27 16:19:00,+2.5720e+01
2021-04-27 16:19:29,+2.5740e+01
2021-04-27 16:19:59,+2.5620e+01
2021-04-27 16:20:29,+2.5650e+01
2021-04-27 16:20:59,+2.5570e+01
2021-04-27 16:21:29,+2.5450e+01
2021-04-27 16:21:59,+2.5570e+01
2021-04-27 16:22:29,+2.5420e+01
2021-04-27 16:22:59,+2.5510e+01
2021-04-27 16:23:29,+2.5570e+01
2021-04-27 16:23:59,+2.5570e+01
2021-04-27 16:24:29,+2.5520e+01
2021-04-27 16:24:59,+2.5420e+01
2021-04-27 16:25:29,+2.5510e+01
2021-04-27 16:25:59,+2.5540e+01
2021-04-27 16:26:29,+2.5440e+01
2021-04-27 16:26:59,+2.5330e+01
2021-04-27 16:27:29,+2.5440e+01
2021-04-27 16:27:59,+2.5450e+01
2021-04-27 16:28:29,+2.5400e+01
2021-04-27 16:28:59,+2.5300e+01
2021-04-27 16:29:29,+2.5420e+01
2021-04-27 16:29:59,+2.5400e+01
2021-04-27 16:30:28,+2.5280e+01
2021-04-27 16:30:58,+2.5360e+01
2021-04-27 16:31:28,+2.5370e+01
2021-04-27 16:31:58,+2.5330e+01
2021-04-27 16:32:28,+2.5280e+01
2021-04-27 16:32:58,+2.5400e+01
2021-04-27 16:33:28,+2.5440e+01
2021-04-27 16:33:58,+2.5280e+01
2021-04-27 16:34:28,+2.5300e+01
2021-04-27 16:34:58,+2.5370e+01
2021-04-27 16:35:28,+2.5270e+01
2021-04-27 16:35:58,+2.5300e+01
2021-04-27 16:36:28,+2.5370e+01
2021-04-27 16:36:58,+2.5410e+01
2021-04-27 16:37:28,+2.5340e+01
2021-04-27 16:37:58,+2.5410e+01
2021-04-27 16:38:28,+2.5400e+01
2021-04-27 16:38:58,+2.5470e+01
2021-04-27 16:39:28,+2.5280e+01
2021-04-27 16:39:58,+2.5400e+01
2021-04-27 16:40:28,+2.5270e+01
2021-04-27 16:40:57,+2.5440e+01
2021-04-27 16:41:27,+2.5410e+01
2021-04-27 16:41:57,+2.5280e+01
2021-04-27 16:42:27,+2.5370e+01
2021-04-27 16:42:57,+2.5270e+01
2021-04-27 16:43:27,+2.5490e+01
2021-04-27 16:43:57,+2.5380e+01
2021-04-27 16:44:27,+2.5360e+01
